"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","binary_neuron"
"722",0.0241698568125,69.2788461538,0.189822595705,1.200035,4.1897425,1.025364,-46.78125,-46.0156288147,-50.3312522888,145.290432,0.063615,1.197745,4.18748,1.023478,42.84375,44.6250019073,43.4062530518,187.656208873,0.016466235742,1.590603,-78.7312530518,70,79.1875,880,1.197325,4.187065,1.023108,-41.21875,-37.2968769073,-48.1375007629,1.22805,4.2333575,1.590603,-55.40625,-55.015625,-78.7312530518,3.72673894515,3.7883495047,3.69227327533,-95.2187576294,-77.76537323,"Scnn1a-Tg3-Cre",93.7375053406,"Excitatory"
"723",0.0142793479805,59.558125,0.230699494849,1.093855,4.50426166667,1.02488625,-47.625,-49.5312525431,-51.4921884537,206.28736,0.0368,1.09211,4.50249,1.0233975,34.6562538147,36.0104179382,32.2812519073,127.34374404,0.178190752864,1.51030375,-70.5937538147,110,87.0416666667,760,1.091725,4.50209333333,1.02305375,-38.6562538147,-40.3333346049,-46.2656259537,1.13142,4.54995666667,1.51030375,-53.5000038147,-55.6250025431,-70.5937538147,3.00764127377,2.99701624486,2.8708313483,-83.875,-69.2325592041,"Rbp4-Cre_KL100",83.773440361,"Excitatory"
"726",0.126456179057,98.48625,0.107494143057,1.11219,5.62819666667,1.025156,-48.7500038147,-49.0416692098,-51.0562515259,171.95176,0.0545,1.109175,5.62514333333,1.023235,36.78125,39.71875,38.25,126.406282187,0.013433710672,1.62177,-82.6250030518,190,115.124997457,1250,1.108785,5.62474166667,1.022898,-36.0000038147,-34.6875,-47.325,1.12611,5.65136666667,1.62177,-54.84375,-56.6666692098,-82.6250030518,3.72470463004,3.2935162974,3.70842932646,-97.03125,-83.3443069458,"Rorb-IRES2-Cre",89.3062515259,"Excitatory"
"731",0.120438046972,116.5925,0.1838624339,1.078705,7.693945,1.02502166667,-48.9375038147,-48.1979204814,-54.2031269073,194.791392,0.027465,1.076915,7.692325,1.02343666667,34.1875038147,34.8437512716,40.9166679382,131.790757179,0.160916790366,1.3435,-77.8281275431,190,166.833333333,830,1.07645,7.69184,1.02304083333,-32.28125,-32.2604198456,-50.4583352407,1.097405,7.714515,1.3435,-50.8125,-53.0000038147,-77.8281275431,2.20498476977,2.05715902271,2.69065866117,-91.9375076294,-77.4934310913,"Ntsr1-Cre_GN220",95.1197948456,"Excitatory"
"732",0.0392018112521,94.5194444444,0.202618005464,1.31848,4.32854833333,1.0245675,-38.4062538147,-41.2708358765,-46.4375019073,216.237088,0.06665,1.317175,4.32712333333,1.023395,37.65625,41.8333346049,43.5000019073,178.571432829,0.130529895425,1.2486775,-71.4062538147,70,82.625,820,1.316745,4.32671,1.0230525,-30.8750019073,-31.8958352407,-44.5156269073,1.37761,4.37412666667,1.2486775,-53.6250038147,-51.0937525431,-71.4062538147,2.52089401152,2.73333537545,3.09327366725,-88.4062576294,-70.2577819824,"Scnn1a-Tg3-Cre",89.9375038147,"Excitatory"
"736",0.0197051633573,61.6253333333,0.200471698113,1.12056,3.39264,1.025225,-48.0625038147,-49.4270846049,-51.640625,232.935984,0.05464,1.11808,3.39060666667,1.02353,37.46875,39.1458346049,40.804690361,166.56242311,0.0347785614431,1.60728,-80.7421913147,90,59.2083333333,850,1.11762,3.39013333333,1.023125,-31.96875,-33.4583346049,-44.8046884537,1.12964,3.41874666667,1.60728,-52.2812538147,-55.6562512716,-80.7421913147,3.56395514685,3.3559592614,3.7829078428,-98.5937576294,-79.3605117798,"Cux2-CreERT2",92.445315361,"Excitatory"
"737",0.0453230754382,61.0826666667,0.239955357143,1.25514,4.01485333333,1.02659333333,-44.90625,-43.3541679382,-46.1458358765,123.602304,0.05336,1.25178,4.01186666667,1.02358666667,36.1875038147,43.7916692098,39.1562525431,183.906242251,0.0519988760352,1.42616,-66.9687550863,50,74.7916666667,390,1.25114,4.01128,1.02308666667,-42.7812538147,-41.2083358765,-44.8854179382,1.30714,4.05814,1.42616,-50.6875038147,-49.2083358765,-66.9687550863,3.93278943782,4.20284884489,4.03528123007,-87.6875076294,-66.8875732422,"Ctgf-T2A-dgCre",85.3020884196,"Excitatory"
"739",0.0338428288372,60.2566666667,0.176119406883,1.139075,3.270925,1.025593,-46.8437538147,-46.1458358765,-48.3937522888,209.560032,0.043775,1.13713,3.26876833333,1.023437,42.7812538147,25.7395839691,18.0000011444,251.093864441,0.0188205521554,1.86604,-78.4375045776,70,56.2083320618,690,1.136775,3.26830666667,1.023044,-34.9375,-35.7291666667,-37.8937507629,1.15181,3.29721666667,1.86604,-52.0625038147,-51.5937512716,-78.4375045776,4.0443187921,3.03109685263,2.74068572576,-101.156257629,-77.4727020264,"Rorb-IRES2-Cre",66.3937534332,"Excitatory"
"750",0.0160230597651,45.709,0.272047238529,1.28116,3.61950666667,1.024928,-49.5000038147,-49.145837148,-52.0937530518,179.43104,0.03448,1.2785,3.61695333333,1.023256,38.0000038147,42.2916679382,43.8437538147,218.437537551,0.0321931913495,1.663292,-75.9187545776,59.9999961853,64.9166666667,560,1.27802,3.61648,1.022912,-35.8125,-35.8333358765,-46.7687515259,1.30922,3.63352,1.663292,-56.46875,-54.8958346049,-75.9187545776,3.40503956214,4.21498795695,4.52235323121,-99.0312576294,-75.7922058105,"Nr5a1-Cre",95.9375068665,"Excitatory"
"752",0.0339354608645,105.8175,0.149813432836,1.12402,4.10813,1.02475,-43.875,-45.5468788147,-50.7968788147,201.991712,0.05054,1.12206,4.10654,1.02336,38.8750038147,42.2656269073,47.3828144073,176.339313388,0.131825149059,1.447575,-69.9687538147,90,77.1875,700,1.12164,4.10611,1.023035,-31.0000019073,-30.8281269073,-45.179690361,1.15058,4.13735,1.447575,-54.5000038147,-55.4843788147,-69.9687538147,3.180070432,3.06992178956,4.06238562452,-86.84375,-69.7545013428,"Rbp4-Cre_KL100",98.179693222,"Excitatory"
"757",0.0483952062204,101.733333333,0.119021745413,1.10932,4.74692,1.026256,-50.96875,-52.6250025431,-55.6437522888,221.250032,0.0481,1.10634,4.74275333333,1.023272,33.5625,42.3020833333,42.7312515259,154.68749404,0.0473360866308,1.572712,-78.6750030518,130,93.0833307902,999.999938965,1.10582,4.74226,1.02286,-38.78125,-36.4791692098,-48.9437515259,1.12934,4.76842666667,1.572712,-55.9687538147,-58.7187525431,-78.6750030518,4.52003667599,4.88007130921,4.73209648602,-96,-78.1916351318,"Rorb-IRES2-Cre",98.3750038147,"Excitatory"
"759",0.0296126532572,85.9225,0.0940899273513,1.28113,3.88839333333,1.024709,-50.6875038147,-49.1562538147,-52.4062538147,134.100376,0.046245,1.279575,3.88690666667,1.023298,49.3125038147,50.1041692098,47.6000007629,186.406299472,0.116252496839,1.1377,-69.6937530518,70,71.6666641235,509.999969482,1.27919,3.88650833333,1.022961,-38.6875,-36.4166692098,-44.3937507629,1.323905,3.93104333333,1.1377,-57.2812538147,-54.6666692098,-69.6937530518,3.07484804642,3.28016381722,3.35695420823,-85.7812576294,-68.4197998047,"Nr5a1-Cre",100.006254578,"Excitatory"
"761",0.0677642414053,96.0311111111,0.174759631662,1.08303,4.827195,1.0251275,-56.9375038147,-54.40625,-56.7500009537,200.47112,0.032395,1.08133,4.82534,1.02351125,39.4375038147,42.8125038147,41.421877861,143.348321319,0.11294259131,1.13685125,-78.1718769073,110,95.125,630,1.080895,4.82489,1.02312125,-45.3437538147,-40.4375,-51.148440361,1.10762,4.871355,1.13685125,-59.3750038147,-60.4687538147,-78.1718769073,3.47943533123,3.38066451376,3.88529037381,-93.4687576294,-77.2986679077,"Rbp4-Cre_KL100",98.1718788147,"Excitatory"
"762",0.0266963921359,71.6454166667,0.163035215613,1.180385,3.0684725,1.02493785714,-49.6562538147,-48.0781269073,-50.3973241534,140.119056,0.0505,1.17857,3.0665925,1.02335071429,43.15625,47.3437538147,47.4375038147,158.203125,0.0266639310867,1.802965,-74.8973257882,80,51.1249980927,830,1.178155,3.0661925,1.02299357143,-41.09375,-36.2968769073,-46.3303604126,1.205755,3.0978725,1.802965,-57.2187538147,-54.6093788147,-74.8973257882,2.95464193432,3.07150555115,3.30810834397,-92.59375,-74.8717956543,"Nr5a1-Cre",97.8348279681,"Excitatory"
"764",0.0181310460094,56.16125,0.201399116348,1.14494,4.84312,1.025052,-47.5625038147,-49.2916692098,-49.4375022888,185.442624,0.04592,1.14314,4.84132,1.023476,32.6875,32.4583346049,30.5187515259,142.187535763,0.0362740457058,1.645736,-80.0875061035,90,95.5416666667,180,1.14266,4.8408,1.023016,-36.1562538147,-36.1354192098,-40.6000030518,1.17096,4.86668,1.645736,-53.0625038147,-55.1875012716,-80.0875061035,2.67117788942,2.55340376148,2.60675427647,-95.46875,-79.633972168,"Cux2-CreERT2",79.9562538147,"Excitatory"
"769",0.045775323721,120.978571429,0.188541684084,1.195455,3.153505,1.028323,-49,-50.4791692098,-57.5500015259,497.134656,0.061705,1.191235,3.14919666667,1.023477,32,35.2812525431,35.1937522888,184.062585235,0.0286597423255,1.396718,-79.4750045776,110,53.2083320618,164,1.19073,3.14872833333,1.02306,-38.2500038147,-37.96875,-47.8437530518,1.23011,3.19012333333,1.396718,-55.5312538147,-58.0520858765,-79.4750045776,4.09060406197,4.2095987828,4.1791904649,-97.8750076294,-79.03540802,"Cux2-CreERT2",92.7437538147,"Excitatory"
"772",0.0153300746726,77.6633333333,0.158258925308,1.11379,8.37511333333,1.025095,-49.6562538147,-49.1145858765,-55.875002861,95.299752,0.053785,1.111745,8.37324666667,1.0233625,38.0000038147,37.6875025431,39.1250009537,127.031207085,0.162562116981,1.27317875,-78.718755722,190,183.833333333,839.999938965,1.1113,8.37277,1.02297875,-38.625,-36.3958346049,-52.4687538147,1.138955,8.40096166667,1.27317875,-54.0312538147,-54.5937538147,-78.718755722,2.69773016239,2.47974404507,2.46155361222,-90.9687576294,-78.6349716187,"Ntsr1-Cre_GN220",95.0000038147,"Excitatory"
"777",0.0259653066792,99.8333333333,0.160416666667,1.21878,3.74834,1.025775,-49.5000038147,-52.1458346049,-54.703127861,192.487728,0.0742,1.21516,3.74559333333,1.023575,31.65625,30.3229179382,31.9843764305,178.437530994,0.0934729278088,1.475325,-78.3515663147,90,68.0833333333,920,1.21466,3.74507333333,1.02314,-39.3125,-41.90625,-47.9765644073,1.2611,3.78814,1.475325,-57.8437538147,-58.8541704814,-78.3515663147,4.05927709693,3.73503144141,3.95549142797,-95.9375076294,-77.0473403931,"Rbp4-Cre_KL100",86.6875042915,"Excitatory"
"778",0.0484987687811,127.402142857,0.124193546641,1.11826,7.47570166667,1.024752,-42.8125038147,-45.1875012716,-50.6000015259,110.134448,0.048485,1.11633,7.47414,1.023352,44.03125,48.2812525431,46.6312515259,95.6248864532,0.15598757565,1.094062,-74.8500030518,190,161.333333333,1190,1.115995,7.47380833333,1.023055,-35.15625,-36.7916666667,-48.2500030518,1.163135,7.53273833333,1.094062,-54.0937538147,-52.4895846049,-74.8500030518,4.28057418683,4.24258685792,3.78454143858,-84.6250076294,-73.8727722168,"Rbp4-Cre_KL100",97.2312530518,"Excitatory"
"781",0.0241194554219,83.4018181818,0.209598225462,1.221745,3.984205,1.025298,-43.375,-44.5000012716,-48.4250015259,264.565616,0.06478,1.218805,3.98160333333,1.023506,39.5,41.2395833333,38.4187522888,174.375072122,0.0902883186936,1.192304,-75.23125,70,74,920,1.21837,3.98116833333,1.023118,-36.84375,-37.5208346049,-46.4625015259,1.29973,4.0308,1.192304,-57.0000038147,-55.770837148,-75.23125,3.46056001527,3.55867080604,3.5752138168,-93.6562576294,-74.5719604492,"Rorb-IRES2-Cre",86.8437538147,"Excitatory"
"787",0.194479783619,150.174166667,0.170432877061,1.09724,7.72439333333,1.025109,-48.71875,-50.8854204814,-55.4625022888,175.084272,0.03744,1.094965,7.72214333333,1.023372,36.4062538147,39.7812525431,38.2875007629,133.281290531,0.0781460627913,1.515931,-80.0500045776,230,167.541666667,880,1.094445,7.72163166667,1.022952,-37.65625,-37.4479204814,-50.6125022888,1.11494,7.74058166667,1.515931,-51.4062538147,-53.927087148,-80.0500045776,3.00435007761,2.84424256163,3.00427104533,-94.0937576294,-78.923828125,"Ntsr1-Cre_GN220",93.7500030518,"Excitatory"
"789",0.152610683505,80.324,0.135750236609,1.070485,4.58758333333,1.02516625,-53.90625,-52.1041704814,-55.867190361,170.608896,0.025485,1.06863,4.585665,1.023505,44.7187538147,45.427087148,46.640627861,154.374957085,0.00876290537417,1.5346525,-79.1093788147,209.999984741,89.125,620,1.06821,4.58523833333,1.02314875,-38.90625,-36.1041679382,-46.4062519073,1.070635,4.61466,1.5346525,-54.1250038147,-53.3229179382,-79.1093788147,3.77524219551,3.63735846404,4.13592699846,-95.5312576294,-78.7234420776,"Rorb-IRES2-Cre",102.507818222,"Excitatory"
"792",0.0248267549402,78.105,0.15546875,1.11184,3.87405333333,1.024648,-51.375,-48.4687538147,-53.11875,174.659088,0.04306,1.10922,3.87155333333,1.023164,33.1875,33.5208358765,33.1125022888,214.062571526,0.0316042676568,1.669068,-71.2625045776,90,71.2916666667,800,1.10878,3.87105333333,1.022784,-38.1875,-35.0416692098,-46.7062538147,1.12684,3.89561333333,1.669068,-55.0000038147,-53.5000012716,-71.2625045776,3.94022133203,3.51112222139,3.56024067084,-94.0000076294,-70.1578445435,"Rorb-IRES2-Cre",86.2312522888,"Excitatory"
"793",0.0483089979191,69.9879166667,0.182500009278,1.108285,4.02917333333,1.024784,-53.4062538147,-51.0520858765,-53.6125022888,119.94748,0.041235,1.10626,4.02732833333,1.023286,43.6562538147,47.8541692098,48.3062515259,148.749962449,0.018988551572,1.682696,-84.1375076294,110,75.2083307902,880,1.10593,4.026995,1.022996,-43.1250038147,-38.7812525431,-51.3500022888,1.12649,4.06467166667,1.682696,-59.8437538147,-59.8958358765,-84.1375076294,4.41229348086,4.33075763581,4.91315102802,-100.218757629,-83.5632095337,"Nr5a1-Cre",101.918753815,"Excitatory"
"795",0.0150706330157,40.7922916667,0.308342022941,1.094485,2.49117666667,1.02476142857,-49.84375,-49.2187512716,-53.6562516349,240.612736,0.02068,1.09262,2.489345,1.023335,32.5000038147,35.4791679382,33.0848219735,301.562488079,0.0205476954579,1.74352857143,-66.0312521798,70,36.7083333333,350,1.09212,2.48887166667,1.02295857143,-36.78125,-35.4583346049,-44.5625016349,1.103575,2.50645833333,1.74352857143,-52.125,-54.2604179382,-66.0312521798,2.62405149872,2.74545380841,2.98648090943,-100.03125,-66.1851959229,"Rorb-IRES2-Cre",86.7410736084,"Excitatory"
"796",0.0323396179505,55.895,0.25,1.112495,2.85337666667,1.02516166667,-49.0000038147,-51.9895858765,-56.5885448456,204.189664,0.038685,1.109795,2.85131166667,1.02342166667,17.2500019073,42.8958346049,35.1093765895,213.124960661,0.029558127746,1.52019333333,-77.7500038147,70,45.7499987284,180,1.109235,2.85089166667,1.0230475,-40.6250038147,-38.9687525431,-47.6197942098,1.13907,2.88813333333,1.52019333333,-54.0312538147,-57.3854192098,-77.7500050863,3.0429334796,3.51768440042,3.27418086617,-101,-76.9283905029,"Cux2-CreERT2",91.697921435,"Excitatory"
"798",0.357149467839,54.025,0.0724405394286,1.095555,5.74206166667,1.025109,-50.875,-50.583337148,-52.6500022888,118.516856,0.040275,1.09353,5.740225,1.023405,40.1875,44.46875,44.3125015259,132.031321526,0.028946140781,1.738543,-79.8875045776,170,118,900,1.093105,5.73980666667,1.023031,-38.8125038147,-36.2083358765,-47.4500030518,2.019915,5.764625,1.738543,-56,-54.052087148,-79.8875045776,3.43350180354,3.38550410586,3.9429725903,-93.8437576294,-79.4617538452,"Nr5a1-Cre",96.9625038147,"Excitatory"
"802",0.135458458244,118.651666667,0.0942164223102,1.154945,4.80478333333,1.024973,-46.7187538147,-46.0833346049,-50.7000022888,143.48216,0.054255,1.15214,4.80254166667,1.023237,38.3125038147,41.9895858765,41.5500030518,141.473218799,0.0265936478972,1.891913,-77.9937545776,130,94.5416666667,960.000061035,1.15169,4.80209833333,1.022882,-34.5625038147,-33.2291679382,-46.6062522888,1.17525,4.83480333333,1.891913,-52.5000038147,-53.3020858765,-77.9937545776,3.5208900258,3.39332970037,3.85518519095,-93.4687576294,-77.3999786377,"Cux2-CreERT2",92.2500053406,"Excitatory"
"805",0.0165394608014,77.6472727273,0.182812509515,1.20331,3.13200333333,1.02498583333,-44.28125,-43.3750038147,-49.1041679382,171.58592,0.06025,1.200985,3.13016833333,1.02338166667,36.75,43.9270858765,40.4114596049,197.968706489,0.125142410398,1.27316916667,-72.0833358765,70,52.7500012716,800,1.200535,3.12974833333,1.02301333333,-36.6875,-35.7812512716,-43.4218781789,1.24358,3.18764,1.27316916667,-54.8125038147,-56.6041692098,-72.0833358765,3.09207511735,3.30213915519,3.1320482404,-88.875,-70.4693603516,"Scnn1a-Tg2-Cre",89.5156275431,"Excitatory"
"809",0.037503555057,69.6015384615,0.156308657979,1.15076,3.83025333333,1.02506375,-46.15625,-44.28125,-52.265625,172.576816,0.05263,1.148475,3.82800833333,1.0233725,43,45.0000025431,47.171877861,164.531290531,0.0583837293088,1.6798075,-82.5390625,90,70.2083333333,900,1.14804,3.82756666667,1.0230175,-34.125,-32.9062512716,-46.6875009537,1.173395,3.86762166667,1.6798075,-52.9062538147,-52.7812525431,-82.5390625,3.3615732663,3.61794001344,4.22043342462,-100.781257629,-82.5241928101,"Rorb-IRES2-Cre",99.437502861,"Excitatory"
"819",0.0657434948074,85.2555555556,0.125000004585,1.079445,3.81061666667,1.026475,-52.2187538147,-52.4270858765,-56.1406288147,162.631536,0.028605,1.076465,3.80716833333,1.0235025,32.2500038147,35.5104179382,38.0625019073,144.375011325,0.0486131235957,1.72200125,-79.476568222,130,69.7083333333,660,1.07594,3.80666333333,1.0230775,-43.875,-41.3645858765,-51.4609384537,1.089625,3.83911833333,1.72200125,-55.6562538147,-58.5833358765,-79.476568222,3.97662406702,3.81185482958,4.6015669833,-95.4375076294,-79.6181793213,"Rorb-IRES2-Cre",94.203130722,"Excitatory"
"822",0.0228542237975,88.649,0.127967100872,1.16396,7.26665833333,1.025073,-45.15625,-45.6145858765,-49.2250022888,113.807184,0.05405,1.161625,7.26411666667,1.02333,47.53125,49.8750025431,48.8250015259,117.968633771,0.0710932537913,1.422118,-78.9250030518,150,156.083333333,1019.99993896,1.16123,7.263695,1.022978,-34.78125,-34.3854166667,-43.2625022888,1.195805,7.29549833333,1.422118,-53.9687538147,-53.3333358765,-78.9250030518,4.06783285977,4.05318626803,4.07676856404,-91.0625,-78.1322631836,"Cux2-CreERT2",98.0500038147,"Excitatory"
"824",0.0207597174198,79.265,0.154196438486,1.187885,4.61778333333,1.02692,-46.25,-45.2500012716,-51.9218788147,163.894976,0.07411,1.18232,4.61255666667,1.0236075,38.0000038147,42.1458333333,41.2500019073,173.124969006,0.091422341764,1.5850925,-78.1562538147,90,89.8333333333,900,1.18172,4.611985,1.0231225,-37.7812538147,-37.0208346049,-46.9687519073,1.22611,4.65848333333,1.5850925,-52.3125,-51.9687538147,-78.1562538147,4.16579224559,4.06147432268,3.37189113944,-97.1562576294,-77.813873291,"Rbp4-Cre_KL100",93.171880722,"Excitatory"
"825",0.272196511214,35.1125,0.140144236395,1.07389,4.36362166667,1.02478083333,-55.4687538147,-54.7395858765,-56.1250019073,206.452464,0.01915,1.07235,4.36193833333,1.02331833333,41.0312538147,43.2604192098,45.9114596049,195.3125,0.0442003123462,1.40179,-80.3072929382,130,83.5,570,1.071965,4.36153666667,1.02299416667,-40.8750038147,-34.7916666667,-47.8750019073,1.881865,4.38125333333,1.40179,-58.0937538147,-57.3437512716,-80.3072929382,3.62366785185,3.21781085994,4.29205654732,-101.593757629,-79.6588592529,"Nr5a1-Cre",102.036461512,"Excitatory"
"827",0.0248265692196,85.355,0.230329467701,1.209005,3.03675333333,1.02563666667,-57.2500038147,-57.6145858765,-61.1875025431,259.75872,0.05396,1.20534,3.03378,1.02354666667,28.5312519073,32.6458339691,28.385418574,218.593791127,0.0289874300361,1.48167833333,-82.5000050863,90,50.3749987284,610,1.20479,3.03328333333,1.02311,-42.65625,-45.1562538147,-53.427087148,1.23015,3.06877833333,1.48167833333,-62.3125038147,-63.9270858765,-82.5000050863,3.51427387468,3.85410220879,3.94991310199,-102.000007629,-81.9060440063,"Rorb-IRES2-Cre",89.5729211171,"Excitatory"
"830",0.0181605132987,64.4066666667,0.228257749007,1.08316,5.94268,1.025308,-50.5,-47.5104166667,-55.6375022888,163.486304,0.02634,1.08046,5.94026,1.023428,43.5000038147,47.1145858765,47.7000022888,163.906291127,0.133777648211,1.456784,-75.6812530518,130,123,670,1.08002,5.93981333333,1.02308,-34.0312538147,-33.5104179382,-45.9000022888,1.0934,5.96245333333,1.456784,-53.125,-52.864587148,-75.6812545776,3.06651968293,3.39908433319,3.94630015003,-94.1875076294,-75.3721694946,"Ntsr1-Cre_GN220",103.337504578,"Excitatory"
"832",0.218844401393,247.38,0.176775147929,1.24794,3.66241333333,1.02492,-47.4375038147,-48.2500025431,-51.5062522888,268.338656,0.11532,1.24594,3.66048666667,1.023332,39.3125,40.7500025431,40.9687507629,193.437352777,0.0247239135206,1.54388,-75.7375030518,70,65.9999987284,720,1.2455,3.66006666667,1.022968,-36.3437538147,-35.1770846049,-45.5500007629,1.26884,3.67991333333,1.54388,-53.7812538147,-54.3854179382,-75.7375030518,3.42041021341,3.33968686397,3.76069887458,-95.46875,-74.2120742798,"Nr5a1-Cre",92.4750030518,"Excitatory"
"833",0.131189698648,93.3492857143,0.111507948325,1.10099,5.32062666667,1.0256025,-48.1250038147,-45.6666692098,-50.6093769073,181.868128,0.03046,1.09864,5.31810166667,1.02348625,44.3125038147,47.7187525431,48.289065361,152.500003576,0.0536783263087,1.814965,-75.179693222,130,107.416664124,760,1.098195,5.31762833333,1.02309625,-40.4375,-36.7604166667,-47.085940361,1.12073,5.35638666667,1.814965,-54.2187538147,-54.7187525431,-75.179693222,3.29935650231,3.40024438943,3.94058252365,-88.9375076294,-74.0730209351,"Scnn1a-Tg3-Cre",98.8984422684,"Excitatory"
"836",0.0101008230064,79.6781818182,0.198333333333,1.27482,3.53325,1.024884,-49.9062538147,-49.3750038147,-54.3000022888,182.068352,0.06146,1.27298,3.53147,1.023424,40.6250038147,46.3593788147,41.4875007629,146.562576294,0.161756142974,1.739848,-76.0500030518,90,62.75,730,1.27252,3.53102,1.023044,-38.4062538147,-36.09375,-43.9812530518,1.30178,3.55983,1.739848,-59.4375038147,-55.3281288147,-76.0500045776,2.82957970266,3.36264537546,3.26526319369,-89.7500076294,-75.5517425537,"Rorb-IRES2-Cre",95.7875030518,"Excitatory"
"845",0.128018278591,96.106,0.155023640198,1.27322,1.51676,1.026444,-56.4375038147,-56.4062512716,-57.5375022888,371.338176,0.00948,1.26914,1.5135,1.023472,37.71875,41.302087148,39.7062515259,312.343776226,0.0848674550653,1.054036,-63.7375007629,20,12.3333333333,96,1.26868,1.51303333333,1.023068,-43.15625,-43.4791704814,-46.4937507629,1.2889,1.5364,1.054036,-61.25,-61.7916704814,-63.7375007629,4.39791366253,4.47020470843,4.18271407847,-94.5937576294,-59.3667678833,"Ctgf-T2A-dgCre",97.2437538147,"Excitatory"
"846",0.0177381056739,84.33,0.212423830876,1.86078,2.98929333333,1.026715,-53,-53.5104192098,-57.203127861,244.943888,0.08588,1.85646,2.98517333333,1.023515,41.15625,43.9166692098,41.3828163147,221.250116825,0.0833893492818,1.59782,-74.9765644073,50,49.125,740,1.85598,2.98467333333,1.0231,-43.3125,-44.2187538147,-47.0781288147,1.91556,3.04040666667,1.59782,-61.3750038147,-61.6666704814,-74.9765644073,4.68985697278,4.60628122954,4.34669399647,-98.5625,-74.6492538452,"Ctgf-T2A-dgCre",98.5859441757,"Excitatory"
"848",0.0198464248225,137.9125,0.0997193035106,1.288115,5.64368333333,1.02616416667,-47.0000038147,-47.8020833333,-50.8072942098,109.92988,0.120345,1.284295,5.64024833333,1.02343666667,49.0937538147,52.1041692098,49.3750025431,105.000078678,0.0216580908746,1.58413833333,-77.692712148,130,115.54166921,1460,1.2839,5.63988833333,1.0230975,-37.1250038147,-36.2916692098,-45.510418574,1.33406,5.68977666667,1.58413833333,-58.15625,-57.7604179382,-77.692712148,4.67720208233,4.9898331605,4.18737393752,-89.0312576294,-77.271156311,"Scnn1a-Tg3-Cre",100.182296753,"Excitatory"
"849",0.24635798879,144.204,0.0523752180208,1.10384,11.67442,1.02552,-47.46875,-46.8645858765,-54.0312538147,136.612704,0.02936,1.10158,11.6710866667,1.023532,40.9375038147,41.2187538147,46.3437522888,80.4688632488,0.0389747396111,1.404024,-78.0812561035,310,266.25,0,1.10108,11.6706133333,1.023144,-40.84375,-36.6145833333,-50.7000038147,1.12278,11.6931266667,1.404024,-52.3125,-53.7187512716,-78.0812561035,3.69733237866,3.76674643224,4.52217143555,-86.5000076294,-77.819480896,"Cux2-CreERT2",100.375006104,"Excitatory"
"850",0.0771844224327,98.2777777778,0.130130357304,1.096755,3.79207166667,1.025514,-49.0000038147,-48.6666704814,-51.3375015259,155.321072,0.03926,1.094075,3.78972666667,1.023357,46.5625038147,48.6354192098,51.0687522888,156.093791127,0.0351201109588,1.592185,-79.2312545776,110,69.2499974569,780,1.09369,3.78933333333,1.023014,-39.0312538147,-37.4375,-46.7687522888,1.11664,3.82468166667,1.592185,-52.1875038147,-54.8750012716,-79.2312545776,4.40104738116,4.50072897598,4.76744168122,-95.8125076294,-78.3591156006,"Rorb-IRES2-Cre",102.406253815,"Excitatory"
"853",0.0576653340035,53.2483333333,0.146420842699,1.09769,4.32404166667,1.02514166667,-47.4375,-47.5729166667,-49.0937512716,180.417056,0.032255,1.095685,4.321155,1.023475,43.5625,32.8125012716,26.2395833333,195.70311904,0.0432634502649,1.65973,-78.5416692098,110,82.5,730,1.09532,4.32067833333,1.02306833333,-31.2812519073,-32.3645846049,-40.15625,1.108045,4.33644,1.65973,-52.5000038147,-54.0833333333,-78.5416692098,3.2670119739,2.83778787716,2.8104909214,-98.28125,-77.2277679443,"Nr5a1-Cre",75.3333346049,"Excitatory"
"854",0.0110782776136,31.9805,0.32,1.095435,3.21213,1.02444,-47.0625,-45.9687519073,-54.3593788147,269.900832,0.01688,1.093835,3.210665,1.023265,39.1250038147,39.9531269073,41.2187519073,299.196541309,0.0677318796515,1.3517775,-73.875,70,54.7500019073,190,1.09346,3.21026,1.0229575,-35.8437538147,-34.5937519073,-45.8281288147,1.11032,3.24029,1.3517775,-51.9687538147,-53.15625,-73.875,2.93198915638,2.81271050911,3.07804774107,-99.3125076294,-72.3506011963,"Cux2-CreERT2",95.578130722,"Excitatory"
