"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","firing_rate"
"396",-0.00306004093771,50.0389473684,0.286893203883,1.32036,3.69538,1.024648,-51.53125,-51.9791679382,-52.7062522888,313.030656,0.0363,1.3184,3.69326666667,1.023364,35.3125,36.4583346049,40.0437522888,210.312455893,0.0470303408802,1.335744,-73.0187515259,70,66.7916666667,520,1.31802,3.69288666667,1.02304,-32.9375,-32.2083358765,-39.5812522888,1.32886,3.70458,1.335744,-56.875,-57.5104192098,-73.0187545776,3.31091326943,3.20845833744,2.7321231042,-95.2187576294,-72.1218643188,"Nkx2-1-CreERT2",92.7500045776,19.9844331784
"401",-0.0016524806906,42.6133333333,0.239977490097,1.94556,5.9956,1.02491,-45.4062538147,-44.5312525431,-53.0195336342,171.228576,0.59416,1.94344,5.9928,1.0231325,16,13.28125,26.8320317268,142.499998212,0.00815309025347,1.1567375,-60.3125033379,130,124.29166158,270,1.94294,5.99221333333,1.0227975,-34.28125,-32.9895846049,-39.0742211342,1.9484,5.99900666667,1.1567375,-46.5625038147,-46.0937512716,-60.3125033379,2.61677480871,2.42205321102,2.77789741122,-75.34375,-59.7569160461,"Nkx2-1-CreERT2",79.851565361,23.4668335419
"402",0.00907719143355,47.4734210526,0.369432773109,1.11545,3.426875,1.024497,-63.2499961853,-62.6979179382,-64.3000015259,235.61712,0.03643,1.11442,3.425805,1.023462,36.0000038147,38.2812512716,38.7187507629,236.249998212,0.17793494463,1.632856,-67.9812515259,70,60.1250012716,509.999969482,1.114025,3.42538333333,1.023099,-38.1875,-37.6875012716,-40.2062507629,1.11549,3.42693666667,1.632856,-63.3750038147,-62.8541679382,-67.9812515259,1.76415520252,1.71416959107,1.8245463506,-94.0000076294,-67.1558456421,"Sst-IRES-Cre",103.018752289,21.0644183172
"403",0.00174079361419,13.7625,0.664687481187,1.15813,10.1581075,1.02423166667,-58.6562538147,-57.1250019073,-61.9270858765,117.1574,0.035345,1.157175,10.1571925,1.02342833333,8.75,17.7187509537,18.1979179382,95.9821417928,0.0352624356747,1.44715333333,-75.7395833333,209.999984741,228.437515259,0,1.15682,10.1568575,1.02315333333,-33.34375,-32.7187519073,-44.333337148,1.158345,10.15871,1.44715333333,-58.9375,-57.5781269073,-75.7395833333,1.16045998777,1.23771311954,1.34609102085,-95.5000076294,-75.1253509521,"Pvalb-IRES-Cre",80.1250038147,72.6612170754
"407",0.0416481833738,8.06666666667,1.46532164641,1.03544,11.1810233333,1.0238625,-71.40625,-61.9687525431,-70.3750038147,186.300512,0.00628,1.034825,11.180195,1.02328916667,17.78125,7.9791674614,28.0937512716,122.812502086,0.010418090038,1.39646333333,-80.2447916667,249.999984741,253.958328247,244.999984741,1.034515,11.1798133333,1.0230025,-40.1562538147,-33.8958333333,-51.3593781789,1.035465,11.1810933333,1.39646333333,-71.53125,-62.1041679382,-80.2447916667,1.00016491004,0.927855852093,1.1844417937,-92.4375076294,-79.4691696167,"Pvalb-IRES-Cre",98.4687550863,123.966942149
"411",0.151197766521,77.2168181818,0.105666009793,1.11199,5.127865,1.02437,-53.0625038147,-50.2968788147,-54.7187530518,239.256544,0.01481,1.110795,5.126135,1.023362,41.71875,33.9218769073,44.5500007629,210.156217217,0.100539937615,1.842841,-73.89375,60.0000038147,102.625,310,1.110485,5.1257175,1.023093,-43.6562538147,-34.734375,-47.0250030518,1.13865,5.128005,1.842841,-54.5937538147,-50.4375038147,-73.89375,3.13222668348,2.96601344402,3.08562433496,-96.1562576294,-73.0956115723,"Htr3a-Cre_NO152",99.2687538147,12.9505465719
"413",0.000457216917399,12.4246835443,0.472631675133,1.035625,14.0142166667,1.02434333333,-60.59375,-54.8437512716,-62.8125,153.387584,0.01049,1.034755,14.0128466667,1.02338166667,8.625,3.125,14.8125,87.4999985099,0.0302831251174,1.32383666667,-80.5416666667,350,324.833333333,0,1.03436,14.01239,1.02309166667,-34.46875,-28.3020839691,-46.0104179382,1.035705,14.014975,1.32383666667,-60.6875,-55.3229166667,-80.5416666667,1.32762383212,1.10962442665,1.57612073275,-90.53125,-79.7211914062,"Pvalb-IRES-Cre",77.625,80.4849472773
"416",0.0630446943136,80.4844444444,0.219708502024,1.26258,4.44764666667,1.024755,-60.8125038147,-60.6562538147,-62.656252861,192.807776,0.05426,1.26132,4.44636,1.023505,31.6250019073,34.020837148,32.9921894073,182.656213641,0.0680871158838,1.46947,-78.0781288147,70,85.625,720,1.26086,4.4459,1.023085,-42.4687538147,-43.270837148,-50.312502861,1.26268,4.44772,1.46947,-60.8750038147,-60.7500025431,-78.0781288147,2.03066374192,2.12937930874,2.20316752225,-97.5937576294,-77.9012298584,"Chrna2-Cre_OE25",95.6484422684,12.4247611685
"422",-0.00343049770532,47.534,0.234892553848,1.81524,4.67070666667,1.024856,-52,-54.9687538147,-55.5937515259,249.884064,0.03686,1.81276,4.66745333333,1.023492,37.1250038147,41.0833333333,39.8375038147,210.937425494,0.0435485690832,1.038536,-67.3062530518,100,91.2083307902,460,1.81236,4.66706666667,1.023156,-33.03125,-34.3125012716,-37.7062522888,1.82126,4.67624666667,1.038536,-56.625,-59.1354204814,-67.3062530518,3.95010014406,3.89047111571,2.90097009749,-82.90625,-67.0247116089,"Nkx2-1-CreERT2",95.4312553406,21.0375731056
"423",0.0020893425276,29.6682142857,0.819338261358,1.675855,10.3233925,1.023857,-64.3125,-59.6718769073,-64.8937515259,133.1606,0.16467,1.67516,10.322595,1.023301,8.90625095367,7.90625071526,19.525,109.999999404,0.0915253385901,1.431222,-75.0250015259,200,232.562515259,104,1.674865,10.322265,1.023068,-37.6875038147,-32.375002861,-45.9187522888,1.675865,10.3234875,1.431222,-64.40625,-59.7812538147,-75.0250015259,1.13899407731,1.02494205259,1.23136699597,-85.71875,-74.1160736084,"Pvalb-IRES-Cre",84.4187515259,33.7061068243
"428",-0.0298406634583,11.9627586207,1.43518518519,1.02966,9.44514,1.024044,-67.1875,-60.0729204814,-65.7500015259,191.475664,0.0067,1.0289,9.4442,1.023236,14.3125009537,8.27083365122,13.2187503815,158.906280994,0.0123020680621,1.576792,-69.6687545776,150,210.625,330,1.02856,9.44378666667,1.022904,-50.15625,-40.7187512716,-51.0312530518,1.02974,9.44518666667,1.576792,-67.3750076294,-60.1666704814,-69.6687545776,1.32038439979,1.29953349008,1.41140690032,-87.5625,-68.9107208252,"Pvalb-IRES-Cre",78.9687519073,83.5927591376
"429",0.0855565057873,63.6685714286,-0.00216535456888,1.1692,2.12693333333,1.025728,-57.8437538147,-53.7812525431,-56.5625022888,225.907072,0.01692,1.16736,2.12499333333,1.02364,31.6250019073,34.7708358765,35.5625007629,226.406291127,0.0353129655123,1.726596,-73.3312545776,20,27.625,249.999984741,1.16682,2.12444,1.023136,-48.4375038147,-43.2083358765,-46.5750015259,1.16984,2.12711333333,1.726596,-58.2500038147,-53.958337148,-73.3312545776,2.60267890536,2.62492478656,2.82079882626,-99.5312576294,-73.7278823853,"Vip-IRES-Cre",92.1250030518,15.7063363849
"439",0.0163992628506,29.4224242424,0.457671957672,1.08986,3.004285,1.025395,-52.5000038147,-53,-53.90625,341.928832,0.021625,1.08798,3.00173,1.023515,21.375,23.875,22.5,279.062509537,0.101829849184,1.1826,-73.8437576294,50,49.5,390,1.08755,3.00128,1.02315,-40.8750038147,-37.4375038147,-39.25,1.098695,3.013765,1.1826,-53.71875,-54.1875038147,-73.8437576294,2.99437911381,3.08463539017,2.86569206733,-99.90625,-73.4813308716,"Htr3a-Cre_NO152",76.40625,33.9876820401
"440",0.00354742616062,11.9491566265,1.16721340456,1.03235,8.56719666667,1.02394166667,-76.84375,-65.6979192098,-71.7083358765,181.62328,0.005695,1.031775,8.5666,1.02336833333,17,14.5104166667,15.8333336512,99.0623831749,0.0307512935251,1.18674,-76.9583333333,220,188.666666667,0,1.031445,8.56630333333,1.02308833333,-53.1562538147,-40.21875,-54.1145858765,1.03241,8.567225,1.18674,-76.96875,-65.8229192098,-76.9583333333,1.05306573761,1.12733126458,1.17417565845,-100.28125,-76.7705001831,"Pvalb-IRES-Cre",87.5416695277,83.6879146585
"443",0.00176158949382,10.33,1.00594994192,1.041675,6.683205,1.02430916667,-64.40625,-62.5937525431,-65.4375,226.82648,0.007635,1.040865,6.68235,1.02352166667,26.5,24.9166673024,31.4843762716,148.749992251,0.0565289407969,1.32385416667,-71.2187512716,110,141.541666667,350,1.040505,6.68195333333,1.02319583333,-42.125,-35.2187512716,-47.2239596049,1.041765,6.68324666667,1.32385416667,-64.5000076294,-62.7083358765,-71.2187512716,1.37892105685,1.20442910942,1.40563546351,-87.0625,-70.4658660889,"Pvalb-IRES-Cre",96.9218762716,96.8054211036
"445",0.223028649386,45.8125,0.147501030764,1.08871,6.04660833333,1.024277,-59.6250038147,-51.5937512716,-62.8375030518,184.970112,0.03428,1.087795,6.04560166667,1.023288,22.84375,15.6562506358,22.5625011444,221.0714221,0.104748919606,1.608743,-72.7812545776,110,125.624994914,560,1.087335,6.04509333333,1.022895,-46.0000038147,-35.4791704814,-48.6062507629,1.08877,6.05772166667,1.608743,-59.65625,-52.333337148,-72.7812545776,1.59552578404,1.376229952,1.6207183559,-94.0000076294,-72.033164978,"Sst-IRES-Cre",85.4000041962,21.8281036835
"449",0.262937554654,160.955,0.112884160757,1.21759,3.15227,1.02494,-52.84375,-55.6354192098,-60.0703144073,258.0088,0.03216,1.21604,3.150885,1.023405,9.50000095367,18.3229173024,12.1250002384,320.535778999,0.0329767949879,1.658825,-69.1171894073,70,53.25,117.499992371,1.21559,3.15044,1.02302,-41.5625,-44.4895833333,-41.3281259537,1.217705,3.152365,1.658825,-52.9062538147,-55.71875,-69.1171894073,2.14434464861,2.1088285637,1.87477525013,-99.6562576294,-70.0454711914,"Sst-IRES-Cre",72.1953146458,6.21291665372
"458",-0.00797623169858,57.9066666667,0.265588245744,1.86436,5.25066,1.02452,-53.3750038147,-51.5625038147,-56.427087148,208.152768,0.10786,1.86272,5.24884,1.0232,39.6875038147,40.1875,42.3125038147,174.99999702,0.0284262932837,1.23754666667,-68.9479242961,130,105.625,440,1.8622,5.24836,1.02283333333,-39.8125,-38.3125038147,-42.0312525431,1.87022,5.25762,1.23754666667,-54.0937538147,-54.1875038147,-68.9479242961,3.03724719576,3.26637812114,2.76693118517,-80.65625,-68.088722229,"Nkx2-1-CreERT2",98.7395909627,17.2691687773
"460",0.0037398876595,17.1014035088,0.967330683563,1.043335,7.69839,1.02548083333,-50.7500038147,-49.2968788147,-58.8437519073,297.790624,0.01215,1.04192,7.69654,1.02335416667,-0.4375,-1.421875,4.76562523842,190.134003758,0.0392634160817,1.31913166667,-74.9791692098,130,166.875,68.3333333333,1.04159,7.6960725,1.02306833333,-32.9062538147,-25.0625,-41.3020852407,1.043595,7.6990725,1.31913166667,-51.0312538147,-49.71875,-74.9791692098,1.67216196476,0.982695671178,1.75799136947,-94.4375,-73.6521224976,"Pvalb-IRES-Cre",63.6093771458,58.4747327602
"462",-0.00857484282179,29.3043333333,0.577354454303,2.00356,15.868905,1.024006,-57.7812538147,-57.0833346049,-61.5062507629,112.281272,0.099825,2.002825,15.868245,1.023249,7.4375,17.1875006358,12.4000001907,66.5624216199,0.0791119262576,1.405579,-82.3562530518,350,371.166666667,1030,2.00255,15.86797,1.02301,-36.3125,-35.8750012716,-45.3875007629,2.00365,15.8709883333,1.405579,-57.90625,-58.09375,-82.3562530518,1.27006529375,1.28694904923,1.40916963736,-97.53125,-82.1176757812,"Pvalb-IRES-Cre",73.9062509537,34.1246459568
"464",0.0108185851906,28.9274242424,0.317825383994,1.11878,3.02344833333,1.0241775,-58.15625,-55.9687525431,-58.7968769073,287.26896,0.02431,1.117885,3.02254833333,1.02329,34.0625,35.3333333333,34.0625,292.812526226,0.156620815396,1.451155,-70.6562576294,40,50.0416666667,440,1.117455,3.02209666667,1.0229175,-42.5625038147,-38.3958358765,-44.9531269073,1.11878,3.02351666667,1.451155,-58.15625,-56.0729204814,-70.6562576294,1.47380490473,1.39223392243,1.64075773688,-102.500007629,-69.3377838135,"Sst-IRES-Cre",92.8593769073,34.5692721073
"465",0.017836694664,65.3160714286,0.16823285744,1.128665,9.56864,1.028504,-50.5,-54.8541692098,-64.3687538147,113.847168,0.02132,1.126355,9.563925,1.023334,22.8750019073,24.7916679382,28.3875011444,103.281252086,0.0338861607015,1.166942,-75.2812530518,220,213.583343506,444,1.125945,9.563485,1.023001,-35.75,-34.8437512716,-40.3937507629,1.134985,9.573465,1.166942,-55.90625,-57.4375012716,-75.2812530518,3.98579530752,4.1306891283,2.97960092814,-85.4375076294,-74.3047332764,"Htr3a-Cre_NO152",92.7562549591,15.3101675917
"469",0.0113342969254,25.5419736842,0.491044776119,1.08411,4.36870166667,1.024218,-55.5000038147,-54.2187525431,-56.6812538147,231.135856,0.020925,1.0833,4.36782,1.023416,35,33.9583333333,40.5625030518,230.624958873,0.217359259725,1.214087,-73.6062561035,70,83.7083333333,560,1.08294,4.36741166667,1.023071,-35.03125,-34.2187512716,-38.8125015259,1.08413,4.368755,1.214087,-55.59375,-54.3541692098,-73.6062561035,1.61589828924,1.52741993985,1.74971592671,-97.1562576294,-72.4381256104,"Sst-IRES-Cre",97.2437568665,39.1512422792
"472",-0.000460815579581,9.21564814815,2.1448527369,1.02575,11.1787666667,1.02391333333,-63.9687538147,-64.6875025431,-69.1145858765,123.878368,0.004265,1.02515,11.1781633333,1.02338833333,12.71875,14.958334287,24.1145833333,92.5221890211,0.0163599103689,1.54767166667,-77.5520884196,509.999969482,253.916656494,0,1.024855,11.1778483333,1.02310166667,-46.03125,-38.4375,-51.7500038147,1.025755,11.1788066667,1.54767166667,-64.03125,-64.8020858765,-77.5520884196,1.21679944152,1.03694141611,1.08539210711,-87.0625,-77.2041091919,"Pvalb-IRES-Cre",93.2291692098,108.511087221
"476",0.0126695967698,33.5255172414,0.390799492386,1.0849,2.37029,1.02523,-51.0937538147,-52.1562519073,-52.9531288147,330.6896,0.01534,1.08288,2.36798,1.02346,35.09375,34.8359384537,39.734375,204.687386751,0.113529749215,1.60302,-64.4687538147,50,33.59375,300,1.08246,2.36751,1.02311,-39.625,-37.3828134537,-41.4843769073,1.10084,2.37673,1.60302,-53.28125,-53.2578144073,-64.4687538147,3.46324807566,3.45085526429,3.47951209783,-87.2812576294,-63.264541626,"Vip-IRES-Cre",92.6875038147,29.8280260018
"477",0.0996201651189,120.311428571,0.13900523386,1.72342,2.22869333333,1.02472,-51.375,-48.7916692098,-51.8359394073,182.348176,0.00822,1.722,2.22722,1.023285,37.5,37.8854192098,41.6328144073,168.906092644,0.0618418902159,1.41884,-62.765627861,59.9999961853,30.1666660309,180,1.72154,2.22674666667,1.022925,-40.59375,-42.1875012716,-47.6875019073,1.72344,2.24551333333,1.41884,-51.4375,-49.4687525431,-62.765627861,2.58471140146,2.60552702629,3.11544249107,-79.9062576294,-61.2857704163,"Chat-IRES-Cre-neo",93.4687538147,8.31176233109
"478",-0.0214219492621,56.68875,0.228709055877,1.82708,4.49406,1.02485333333,-51.6250038147,-51.2812512716,-54.1510429382,295.312768,0.07998,1.82318,4.49058666667,1.02329666667,31.0625,30.78125,35.5833352407,207.656249404,0.00674996199086,1.04571666667,-64.9843800863,90,86.75,370,1.82268,4.49006,1.02291,-34.9687538147,-36.0625025431,-43.7812525431,1.83362,4.50182,1.04571666667,-54.875,-55.8541704814,-64.9843800863,3.60497636859,3.75651530332,2.8991824128,-86.75,-64.1587371826,"Nkx2-1-CreERT2",89.7343781789,17.6401843399
"483",0.0349288596863,49.1228947368,0.469480537621,1.096375,4.50351166667,1.026745,-50.5937538147,-51.4791692098,-56.828125,189.404256,0.02517,1.09406,4.501265,1.023645,0.5,6.64583365122,3.21875011921,214.464262128,0.0666440650821,1.62802625,-71.937505722,90,87,0,1.093555,4.500765,1.0232225,-42.8125038147,-42.6979179382,-39.414065361,1.09799,4.51684666667,1.62802625,-51.1875038147,-52.5833358765,-71.937505722,2.37617779852,2.20819307107,2.03861412117,-96.1250076294,-71.5020294189,"Sst-IRES-Cre",60.0468751192,20.3571065052
"486",0.00196813292358,12.229047619,0.331223855147,1.03418,3.6849,1.02404166667,-57.34375,-56.0937538147,-61.708337148,380.892416,0.008675,1.03327,3.68387,1.023245,7.6875,13,20.1250006358,291.406184435,0.0525948405266,1.454635,-70.0520858765,120.000007629,66.625,350,1.032945,3.68341,1.02295333333,-36.9375,-32.53125,-42.1354179382,1.03422,3.68499,1.454635,-57.4687538147,-56.2187538147,-70.0520858765,1.38501499277,1.02734656431,1.40004273299,-97.84375,-68.7102890015,"Sst-IRES-Cre",81.8333377838,81.7725166465
"487",0.00131137638609,86.0090909091,0.209956710582,1.16788,7.07012333333,1.030465,-52.7500038147,-55.7916679382,-64.03125,149.633568,0.052125,1.162155,7.06417666667,1.02347625,24.6875,25.7812506358,25.5468764305,111.562542617,0.046134904027,1.37075625,-79.3125038147,170,151.125,820,1.161745,7.06378833333,1.02314375,-34,-34.1979179382,-40.234375,1.17715,7.07798333333,1.37075625,-56.3125,-59.0729192098,-79.3125038147,4.35324737547,4.29397969425,2.75487404341,-91.75,-78.3290176392,"Htr3a-Cre_NO152",89.5781264305,11.626677941
"489",0.0535093816654,40.1592857143,0.53801369863,1.156735,3.10093166667,1.024316,-58.03125,-57.5104179382,-59.2625015259,298.512128,0.03386,1.155635,3.09987666667,1.023319,23.3437519073,28.0937506358,23.91875,460.491210222,0.07130856812,1.632786,-72.7687515259,50,51.9583333333,287.999981689,1.155215,3.09942666667,1.022975,-39.6875,-35.5208333333,-41.7625015259,1.15679,3.10098666667,1.632786,-58.15625,-57.6666679382,-72.7687515259,1.65806613447,1.52196773726,1.72326541183,-99.0312576294,-72.7053756714,"Sst-IRES-Cre",83.1812515259,24.9008412927
"490",0.000444015518915,9.18836448598,1.14049586777,1.408435,9.366915,1.023935,-60.78125,-55.2916679382,-63.8616071429,206.912064,0.010275,1.40762,9.36608333333,1.02330714286,3.34375,5.67708349228,14.3214291164,138.281241059,0.0513969436288,1.27392714286,-79.8125032697,180,208.625,205.714272635,1.40729,9.36572833333,1.02305928571,-39.9062538147,-33.5104179382,-47.9866076878,1.408465,9.36697,1.27392714286,-60.84375,-55.3958346049,-79.8125032697,1.12091242227,1.02061066568,1.32354974465,-94.46875,-79.3491287231,"Pvalb-IRES-Cre",78.1830362592,108.833296886
"492",0.00152932812328,15.985,0.794242504372,1.23858,12.35958,1.024232,-54.6562538147,-55.020837148,-59.4875015259,136.85368,0.03448,1.23768,12.35868,1.02346,13.9375,16.0416669846,22.1750003815,84.6873819828,0.00456018326804,1.440972,-73.7500045776,330,283.458333333,780,1.2373,12.3582933333,1.023136,-32.0312538147,-31.947918574,-44.6062515259,1.23862,12.3596666667,1.440972,-54.7500038147,-55.114587148,-73.7500045776,1.28214906716,1.29166978429,1.45211601345,-82.0312576294,-72.5855331421,"Nkx2-1-CreERT2",81.6625019073,62.5586487332
"495",0.0565058243533,10.1333333333,0.892365786652,1.03522,11.0822966667,1.023963,-62.6250076294,-57.239587148,-62.8062553406,184.436208,0.008735,1.034595,11.0815316667,1.023296,22.1875019073,18.0729166667,27.6937515259,114.531256258,0.0726962611079,1.634322,-76.7187530518,220,251.500005086,101.999993896,1.034315,11.08118,1.023026,-38.78125,-31.4270846049,-45.6875007629,1.03526,11.0823383333,1.634322,-62.8437538147,-57.3333358765,-76.7187530518,1.24024570757,1.17205806036,1.37203574081,-99.96875,-75.6578292847,"Pvalb-IRES-Cre",90.5000068665,98.6842105263
"496",0.00637119649264,22.67625,0.74521603055,1.22804,10.9939566667,1.02462125,-54,-53.9479166667,-59.890625,156.860064,0.047525,1.226705,10.9928183333,1.0233125,5.43750047684,14.5000003179,11.3906254768,114.06250298,0.0661664158106,1.68389625,-74.5468769073,230,249.29166158,360,1.22631,10.9924416667,1.0230125,-30.1875,-30.5833339691,-39.9609384537,1.228275,10.99418,1.68389625,-54.1875038147,-54.1666679382,-74.5468769073,1.31803046547,1.40874271477,1.55362870958,-97.3125,-73.1888122559,"Pvalb-IRES-Cre",71.2812504768,44.0990022601
"498",0.321472964574,32.18,0.080397729987,1.09149,7.32656833333,1.024285,-57.7812538147,-55.6145846049,-60.2125030518,194.24152,0.02869,1.09047,7.32546833333,1.023368,37,32.0833352407,36.8187507629,197.343677282,0.0626886636019,1.65433,-74.5375061035,130,157.625,600,1.09007,7.32500666667,1.023022,-40.4062538147,-33.9791679382,-42.8687522888,1.091615,7.326645,1.65433,-57.90625,-55.7708358765,-74.5375061035,1.96891041411,1.6040711532,1.83776846209,-95.7500076294,-74.2608337402,"Sst-IRES-Cre",97.0312538147,31.0752019888
"508",0.275096424476,23.9825,0.0911676646707,1.05669,4.9394275,1.0244075,-57.8437538147,-54.2812519073,-58.8046884537,210.718512,0.01652,1.05563,4.9382225,1.0232325,14.75,17.265625,14.6718752384,192.187696695,0.085567086935,1.6670275,-70.4375019073,90,97.9375,460,1.055275,4.93783,1.02289875,-45.5625038147,-39.8593769073,-43.1171884537,1.056745,4.939495,1.6670275,-58.0000038147,-54.3437519073,-70.4375019073,2.00201342948,1.94834157755,2.011465058,-89.6875076294,-68.9970245361,"Sst-IRES-Cre",73.4765636921,41.6970707808
"511",0.10711030082,10.97,0.976904181845,1.036345,11.9573316667,1.02393666667,-64.03125,-55.5625038147,-64.3437525431,166.71384,0.0081,1.035485,11.9560283333,1.02302666667,19.1250019073,8.75000047684,22.0312506358,135.156214237,0.0549155771732,1.62691666667,-76.8333384196,170,273.375,469.999969482,1.035165,11.9554983333,1.02274,-39.65625,-32.104168574,-43.2916704814,1.036395,11.9574533333,1.62691666667,-64.0625076294,-55.6666704814,-76.8333384196,1.47169806818,1.14586533587,1.60057244845,-90.9062576294,-76.0302276611,"Sst-IRES-Cre",86.3750031789,91.1577028259
"512",0.000995636865191,13.9058333333,0.806666708374,1.14671,16.2125883333,1.0241125,-52.9062538147,-52.5833346049,-60.125,159.05984,0.067455,1.145955,16.211815,1.02342,4.28125047684,5.17708333333,9.890625,97.3437875509,0.0529963411391,1.5300075,-76.28125,390,379.791666667,0,1.14565,16.2114733333,1.023165,-33.03125,-30.9062512716,-46.703125,1.146725,16.2126316667,1.5300075,-52.96875,-52.6875012716,-76.28125,1.26697155497,1.13465058077,1.42416409159,-86.8125,-76.27368927,"Pvalb-IRES-Cre",70.015625,71.9122670342
"513",0.0127488292237,28.4623529412,0.464802626719,1.09126,2.12318,1.02452,-54.5312538147,-53.6041704814,-55.3802108765,543.598592,0.01408,1.08972,2.12144,1.02324666667,34.9062538147,39.3229179382,38.8385429382,284.531354904,0.089890986681,1.63566333333,-72.3750025431,29.9999980927,27.5416666667,249.999984741,1.08932,2.12103333333,1.02292,-40.6250038147,-38.864587148,-41.979168574,1.10346,2.13920666667,1.63566333333,-57.4375,-58.0625025431,-72.3750025431,2.97474724501,3.19516994537,2.94077404923,-100.40625,-71.9364929199,"Vip-IRES-Cre",94.2187538147,35.1341297069
"516",0.0217508023859,48.4189473684,0.432959354668,1.240155,4.65930333333,1.024309,-59.4062538147,-61.6979204814,-62.8687507629,177.403792,0.029515,1.239155,4.658485,1.02333,20.1250019073,38.2083358765,30.1937503815,194.531217217,0.0566213354468,1.35258,-75.8375045776,90,90.9166666667,184,1.2388,4.65811166667,1.023004,-47.0000038147,-46.739587148,-46.3375022888,1.24045,4.65940166667,1.35258,-59.7812538147,-61.864587148,-75.8375045776,1.8020318874,1.63975459509,1.78009113835,-97.0312576294,-75.5996322632,"Sst-IRES-Cre",93.0625011444,20.6530718727
"518",0.559148264984,101.44,0.0493168697468,1.06568,5.44311333333,1.02532285714,-45,-46.6458358765,-54.8437532697,191.230304,0.01586,1.064,5.44136666667,1.02358,29.8125019073,32.5937512716,35.875,162.343710661,0.055655926466,1.65303142857,-68.102684021,150,110.499997457,489.999969482,1.0635,5.44079333333,1.02316571429,-33.28125,-35.2395846049,-43.0892868042,1.0658,5.44644,1.65303142857,-45.0625,-46.895837148,-68.102684021,2.63884314496,2.52618654349,2.8740254997,-86.09375,-67.3401947021,"Vip-IRES-Cre",90.7187532697,9.85804416404
"519",0.0132842671833,44.0573809524,0.429090909091,1.140845,2.650205,1.0241725,-57.6250038147,-60.458337148,-61.4531288147,284.958944,0.0283,1.13943,2.64915333333,1.02312875,17.5625019073,37.8020846049,31.4921889305,353.571385145,0.13890376687,1.55746875,-67.9453201294,50,40.75,410,1.13895,2.64870166667,1.02275375,-42.28125,-42.0208333333,-42.4140634537,1.140865,2.65031166667,1.55746875,-57.7187538147,-60.583337148,-67.9453201294,1.7695399557,1.70947777997,1.70998530851,-99.15625,-67.0185165405,"Sst-IRES-Cre",92.9453177452,22.6976724077
"520",0.244985703323,38.42,0.34282993943,1.09482,2.37724666667,1.040945,-55.5312538147,-54.2916692098,-56.1562538147,427.492704,0.02302,1.09392,2.37633333333,1.04008,31.7500019073,33.6458333333,34.0859394073,286.718547344,0.0590216480196,1.769555,-68.0781288147,50,33.9166666667,410,1.0935,2.3759,1.03968,-42.28125,-41.3229166667,-43.2734384537,1.09484,2.39183333333,1.769555,-55.5625038147,-54.6145858765,-68.0781288147,1.65496471288,1.69272556529,1.66053756942,-98.34375,-66.9790344238,"Chrna2-Cre_OE25",90.242193222,26.0281103592
"523",-0.013156078393,88.5375,0.165401765844,1.83377,8.10564833333,1.029211,-49,-52.1145846049,-62.5125007629,162.217536,0.089955,1.828575,8.10002666667,1.023508,25.6875,30.5625012716,23.9375019073,119.374960661,0.0418769866228,1.204638,-77.13125,209.999984741,177,810.000061035,1.828145,8.099615,1.023184,-31.6250019073,-32.3541692098,-34.5687515259,1.84062,8.11407,1.204638,-52.3750038147,-55.8229204814,-77.1312515259,3.34689069866,3.52906717871,2.06182097197,-89.71875,-76.1159591675,"Htr3a-Cre_NO152",86.4500026703,11.29464916
"528",-0.0095352156679,10.5101818182,1.307836218,1.023905,13.0889833333,1.023212,-64.6875,-59.3645846049,-64.5687515259,100.862056,0.00212,1.023475,13.0883916667,1.022786,21.3125019073,11.8333333333,22.5,69.062538445,0.0332983806729,1.03299,-61.20625,370,301.708333333,400,1.02324,13.0880816667,1.02257,-46.0625,-35.5104166667,-46.6750015259,1.02392,13.0889983333,1.023245,-64.78125,-59.4270858765,-64.6562522888,1.1277132372,0.958977654468,1.12924716868,-68.9062576294,-60.5382995605,"Pvalb-IRES-Cre",87.0687515259,95.1458326125
"529",0.192964373215,20.51,0.0500000039431,1.08434,3.137055,1.02412625,-59.9375038147,-58.8541704814,-59.898440361,253.042464,0.032695,1.08356,3.13618333333,1.02337625,37.8125,32.135418574,35.7265644073,324.218779802,0.185133472085,1.66241625,-72.0546894073,70,52.8749987284,270,1.083195,3.135785,1.0230425,-42.5,-39.2291679382,-45.0468769073,1.08435,3.13708166667,1.66241625,-60.0312538147,-58.927087148,-72.0546894073,1.65190662896,1.51888513566,1.59439545297,-98.84375,-71.4000549316,"Sst-IRES-Cre",95.6250047684,48.7567040468
