"","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp","height_ramp","binary_neuron"
"621",9.56273,-58.7500038147,9.5616625,12.3281254768,239.062507629,9.5612075,-31.7968759537,9.5627825,-58.8281288147,1.1374373648,71.0781292915,"Inhibitory"
"622",2.8162033333,-53.1145846049,2.8149183333,36.9375038147,70.375,2.81452,-43.4166692098,2.84451,-55.8750025431,2.640355348,90.0520884196,"Excitatory"
"623",3.463705,-52.0000019073,3.45898,20.328125,86.4375,3.4584725,-35.0312519073,3.47038,-55.1562519073,3.0107525915,72.3281269073,"Inhibitory"
"624",11.041205,-59.1354179382,11.04024,13.7291666667,276,11.0399033333,-36.8645833333,11.0412683333,-59.2604166667,1.4073959036,72.8645846049,"Inhibitory"
"625",22.2290283333,-56.4687538147,22.2282616667,4.645833532,555.708312988,22.2279183333,-29.4479179382,22.2290383333,-56.5104204814,0.9596499628,61.1145873467,"Inhibitory"
"627",1.50931125,-50.539065361,1.507525,36.0703134537,37.65625,1.50710125,-37.0312519073,1.53952375,-54.8281259537,3.0944151965,86.6093788147,"Excitatory"
"628",3.0234216667,-51.9687512716,3.0214583333,38.6875,75.5,3.0209533333,-41.6666666667,3.0561483333,-57.0208358765,3.2794925362,90.6562512716,"Excitatory"
"629",5.4788333333,-51.927087148,5.477,37.7500025431,136.958333333,5.4765466667,-38.7708346049,5.49602,-57.1041704814,3.2919264931,89.6770896911,"Excitatory"
"630",5.2198383333,-54.8958346049,5.2187633333,19.7708339691,130.458335877,5.218325,-31.3333346049,5.2199233333,-55.0312525431,1.2850622274,74.666668574,"Inhibitory"
"631",9.2220933333,-50.5625025431,9.2174066667,24.7708339691,230.416656494,9.2168333333,-46.2395858765,9.2324133333,-56.552087148,3.6233740305,75.3333365122,"Inhibitory"
"632",0.940725,-56.5937512716,0.939395,36.75,23.5,0.9389566667,-39.0208333333,0.9407516667,-56.6458346049,2.2619829497,93.3437512716,"Inhibitory"
"633",6.2468133333,-49.302087148,6.24474,42.3437525431,156.125,6.24426,-39.1562525431,6.2784533333,-54.3437525431,3.9123076985,91.6458396911,"Excitatory"
"634",2.7090466667,-49.0937512716,2.7063933333,42.1041679382,67.6666653951,2.70592,-37.5000012716,2.7356866667,-54.7812512716,4.2227128507,91.1979192098,"Excitatory"
"635",5.5333733333,-49.7604179382,5.5321666667,49.0416679382,138.291666667,5.5317266667,-42.9791679382,5.53338,-49.7708333333,2.5626742758,98.8020858764,"Inhibitory"
"637",11.5774166667,-53.2604192098,11.57662,18.8125,289.375,11.576275,-30.9479173024,11.57754,-53.4687525431,1.2504334035,72.0729192098,"Inhibitory"
"638",3.2953016667,-45.2187512716,3.2903116667,43.6666679382,82.25,3.2897683333,-35.9583358765,3.3499183333,-53.8750012716,4.8851031864,88.8854192098,"Excitatory"
"639",4.6687633333,-47.7812512716,4.6651633333,44.6250025431,116.625,4.6647633333,-34.0208333333,4.7108216667,-59.4583346049,4.2825507705,92.4062538147,"Excitatory"
"641",1.0228733333,-53.5520858765,1.0201066667,40.0312512716,25.5,1.0197,-43.3541692098,1.07682,-57.6875038147,4.3112216529,93.5833371481,"Excitatory"
"642",6.8922016667,-63.708337148,6.891465,32.2708346049,172.291666667,6.8911316667,-34.8437512716,6.8922166667,-63.7708346049,1.4005887992,95.9791717529,"Inhibitory"
"643",2.4150383333,-48.2083333333,2.4126983333,48.5208358765,60.2916615804,2.4123383333,-34.9687512716,2.4409016667,-54.0625025431,4.0672399779,96.7291692098,"Excitatory"
"644",3.8701466667,-61.5833358765,3.86876,37.9479192098,96.7083333333,3.86836,-41.708337148,3.8703966667,-61.8854204814,2.4402651721,99.5312550863,"Inhibitory"
"646",6.5447666667,-45.3958358765,6.5429016667,42.9895833333,163.583333333,6.54251,-41.2083358765,6.5975316667,-54.1875012716,3.424211127,88.3854192098,"Excitatory"
"647",14.0532383333,-55.3750025431,14.05213,12.5104173024,351.291666667,14.0517366667,-31.4479192098,14.0534733333,-55.6354192098,1.2118375894,67.8854198455,"Inhibitory"
"648",3.809315,-50.5833346049,3.8084033333,23.9791666667,95.2083307902,3.8080183333,-38.0729166667,3.81935,-51.2083358765,1.5817598065,74.5625012716,"Inhibitory"
"649",14.0771416667,-48.4375025431,14.0745433333,22.5520839691,351.875,14.074075,-33.7083358765,14.0786816667,-49.3125012716,2.725121949,70.9895865122,"Inhibitory"
"650",10.3855916667,-58.5000025431,10.3847416667,2.6562501192,259.58333842,10.3843666667,-34.0208333333,10.3856183333,-58.6041692098,0.9201450378,61.1562526623,"Inhibitory"
"651",2.8240033333,-47.4583333333,2.8207266667,45.9479179382,70.5,2.8201916667,-31.6041666667,2.8534516667,-52.6354166667,3.581182211,93.4062512715,"Excitatory"
"652",2.1603116667,-47.9687525431,2.15792,45.1875038147,53.9583346049,2.1575233333,-37.9062525431,2.203685,-56.1979192098,4.311239896,93.1562563578,"Excitatory"
"653",2.306985,-50.7916692098,2.304785,45.0520846049,57.625,2.3042766667,-36.6041679382,2.3211383333,-53.7708358765,3.5005414111,95.8437538147,"Excitatory"
"654",10.96376,-57.3229166667,10.963005,10.0000003179,274.083333333,10.9626983333,-32.1666673024,10.9638516667,-57.4583346049,1.169867457,67.3229169846,"Inhibitory"
"655",5.02271,-49.9166666667,5.0205316667,34.9479166667,125.500002543,5.01997,-34.4375,5.054515,-54.1875012716,2.310317396,84.8645833334,"Excitatory"
"656",2.1811183333,-50.3645858765,2.179065,35.125,54.5,2.1785366667,-37.9166666667,2.2174266667,-57.8854204814,2.6017083967,85.4895858765,"Excitatory"
"657",8.8713366667,-47.3125012716,8.869355,29.9895852407,221.75,8.8686483333,-32.2812512716,8.88384,-48.2187538147,1.9028142831,77.3020865123,"Excitatory"
"658",6.6125533333,-46.8541692098,6.6110933333,33.0208333333,165.249994914,6.6104533333,-31.0937512716,6.6338333333,-49.0208358765,2.0247865813,79.8750025431,"Excitatory"
"659",1.760485,-51.2083358765,1.758125,41.7291679382,43.9583333333,1.7576966667,-38.0625,1.7834633333,-55.4687512716,3.6234760907,92.9375038147,"Excitatory"
"660",9.7305066667,-42.3541679382,9.72919,-11.8125003179,243.25,9.7286666667,-30.0520833333,9.7305466667,-42.4479166667,1.0062993641,30.5416676203,"Inhibitory"
"661",7.406665,-54.9687525431,7.4059216667,34.7395846049,185.125,7.4056016667,-30.1979173024,7.4067233333,-55.0833346049,1.4627381694,89.708337148,"Inhibitory"
"663",2.1323866667,-53.7187512716,2.1311,39.6666666667,53.25,2.13072,-37.5312512716,2.1399,-57.7291692098,2.6390151739,93.3854179383,"Inhibitory"
"664",16.3518066667,-53.4479204814,16.3505633333,9.1770834923,408.749979655,16.350095,-41.2083333333,16.351985,-53.5625038147,1.7101925689,62.6250039737,"Inhibitory"
"667",2.4481066667,-47.677087148,2.4454833333,36.5833346049,61.1249987284,2.4450816667,-36.4270858765,2.4769866667,-58.6562538147,3.4025305233,84.2604217529,"Excitatory"
"668",18.523765,-57.8437525431,18.5229283333,7.0833334923,463.041687012,18.5226066667,-36.7291679382,18.5238916667,-58.020837148,1.28565922,64.9270860354,"Inhibitory"
"669",7.830905,-53.5625025431,7.8246833333,27.1770839691,195.583333333,7.82422,-35.4375012716,7.83841,-57.0520858765,3.6813386586,80.7395865122,"Inhibitory"
"672",5.6432266667,-41.7916666667,5.6417083333,32.7500012716,141.041666667,5.6412216667,-28.0833352407,5.6698416667,-45.770837148,2.3156746325,74.5416679383,"Excitatory"
"673",10.6831883333,-57.3541704814,10.68227,6.0104168455,267.04166158,10.6818883333,-30.8645846049,10.68326,-57.4791692098,0.9813387005,63.3645873269,"Inhibitory"
"674",7.0531233333,-44.1875025431,7.0513533333,44.3854192098,176.291666667,7.0510216667,-38.9062512716,7.0613533333,-50.6562525431,3.8011466624,88.5729217529,"Inhibitory"
"675",2.7111575,-48.84375,2.70924,45.1562519073,67.7500019073,2.70881,-41.0312538147,2.7654,-54.7656269073,3.6077837983,94.0000019073,"Excitatory"
"676",4.58689,-53.427087148,4.5858633333,19.7604166667,114.666666667,4.58548,-36.8541679382,4.5869666667,-53.552087148,1.6076182326,73.1875038147,"Inhibitory"
"677",2.6282,-57.0937538147,2.62658,8.0625009537,65.625,2.6261,-29.90625,32.07534,-69.5312576294,1.3283300904,65.1562547684,"Inhibitory"
"680",10.3212033333,-43.7812538147,10.3193983333,38.7708333333,257.958333333,10.31879,-29.447918574,10.3341966667,-45.020837148,2.1803340301,82.552087148,"Excitatory"
"681",3.32714,-50.5781269073,3.32462,34.21875,83.125,3.3241,-36.046875,3.34631,-57.6875038147,3.034932799,84.7968769073,"Excitatory"
"683",0.7598333333,-58.3125038147,0.7584716667,22.8333339691,18.9166666667,0.7580683333,-45.7812525431,0.7691316667,-58.927087148,2.4454933321,81.1458377838,"Inhibitory"
"684",4.091035,-43.7708358765,4.08825,40.7083333333,102.208333333,4.0877716667,-36.8750025431,4.1371166667,-52.2916666667,3.8597963361,84.4791692098,"Excitatory"
"685",23.56707,-60.5104204814,23.5664716667,18.8958339691,589.166666667,23.5661966667,-35.0833333333,23.5671116667,-60.6354204814,1.1486667339,79.4062544505,"Inhibitory"
"686",0.6948733333,-49.989587148,0.6926133333,35.6041692098,17.2916666667,0.6921333333,-38.8437525431,0.7214266667,-55.7291666667,3.4117736245,85.5937563578,"Excitatory"
"687",3.3667233333,-49.4687538147,3.3644716667,49.9166692098,84.1249974569,3.3640666667,-40.9791704814,3.4005166667,-54.2083358765,4.1245886729,99.3854230245,"Excitatory"
"689",3.6926066667,-44.489587148,3.6894183333,35.5312512716,92.2083333333,3.6889833333,-31.4479173024,3.7368416667,-51.3958358765,4.0211436843,80.0208384196,"Excitatory"
"691",9.6063833333,-59.0104179382,9.60564,17.0937519073,240.125005086,9.605285,-35.4895858765,9.6064283333,-59.177087148,1.1084081668,76.1041698455,"Inhibitory"
"694",4.2705766667,-50.708337148,4.26911,41.6250025431,106.75,4.2687016667,-37.6562525431,4.30119,-53.364587148,3.0254907722,92.3333396911,"Excitatory"
"695",5.5204,-42.8437519073,5.51735,43.46875,137.9375,5.51684,-34.8281269073,5.55274,-50.4218769073,3.9562454219,86.3125019073,"Excitatory"
"697",11.30363,-52.1145846049,11.2992583333,15.8020839691,282.458333333,11.2987633333,-33.2916679382,11.3078483333,-54.5833346049,2.9191102074,67.916668574,"Inhibitory"
"698",6.22186,-44.5208358765,6.21828,49.3750012716,155.416666667,6.2177466667,-41.4583346049,6.2471533333,-51.9687538147,4.0243836904,93.8958371481,"Excitatory"
"699",13.1538366667,-47.8333333333,13.1507316667,16.552084287,328.75,13.1499366667,-31.0208358765,13.1603166667,-50.6979204814,1.5382593579,64.3854176203,"Excitatory"
"700",1.3437125,-49.4062538147,1.3420925,42.671875,33.4999990463,1.341655,-36.609375,1.3748725,-52.0625019073,3.226972535,92.0781288147,"Excitatory"
"701",1.0257683333,-60.4479179382,1.0241816667,33.7291666667,25.5833333333,1.0236416667,-41.2916692098,1.025875,-60.5625012716,2.2454074052,94.1770846049,"Inhibitory"
"702",3.727575,-54.9583358765,3.726425,19.666668574,93.1666666667,3.7260016667,-36.2708346049,3.7277316667,-55.1979179382,1.5224869837,74.6250044505,"Inhibitory"
"703",2.5459833333,-51.4791704814,2.54403,37.1770846049,63.5833295186,2.543605,-37.3541666667,2.5731066667,-58.833337148,2.7215900509,88.6562550863,"Excitatory"
"704",10.1138333333,-47.1354179382,10.1114266667,30.8750006358,252.749989828,10.1106266667,-30.3645846049,10.1324266667,-49.5208346049,1.7978708635,78.010418574,"Excitatory"
"705",7.4946,-49.4583358765,7.4909866667,21.9687519073,187.5,7.49046,-41.1041666667,7.5006466667,-52.2395858765,3.4391520923,71.4270877838,"Inhibitory"
"706",7.763055,-55.770837148,7.7587666667,14.5104176203,193.916666667,7.7583216667,-35.9583346049,7.7677383333,-58.0208346049,3.3174060475,70.2812547683,"Inhibitory"
"707",4.3387866667,-46.958337148,4.3360066667,40.8958358765,108.374997457,4.33558,-38.1458358765,4.3902466667,-57.552087148,3.9979121255,87.8541730245,"Excitatory"
"709",6.8293833333,-50.6041692098,6.82801,45.6875012716,170.666666667,6.8276716667,-40.8437525431,6.8607783333,-55.1458346049,3.038632109,96.2916704814,"Excitatory"
"710",8.41529,-57.15625,8.41441,10.8593754768,210.3125,8.41403,-30.0000009537,8.41544,-57.3437519073,1.0964962066,68.0156254768,"Inhibitory"
"711",3.9243866667,-44.9583346049,3.92264,36.6458346049,98.125,3.9222266667,-36.3020858765,3.9362866667,-48.8645858765,3.8211710893,81.6041692098,"Inhibitory"
"712",4.5111916667,-51.2500025431,4.5099583333,37.6354179382,112.70833079,4.5096366667,-35.2395846049,4.5256666667,-52.8333358765,2.7802497071,88.8854204813,"Inhibitory"
"713",2.3845733333,-48.3437525431,2.38218,28.1562512716,59.4999987284,2.3815916667,-35.7812512716,2.4171666667,-54.2812525431,2.3577729187,76.5000038147,"Excitatory"
"714",2.96959,-46.6562538147,2.96784,44.8281288147,74.1875,2.96742,-40.171875,2.96985,-46.8281269073,3.9070485345,91.4843826294,"Excitatory"
"715",5.2173416667,-51.9791692098,5.2157416667,37.0312525431,130.333335877,5.21526,-36.9583333333,5.2175166667,-52.1145858765,2.5747933418,89.0104217529,"Inhibitory"
"716",3.44286,-58.0000038147,3.4418,30.5625019073,86,3.44134,-32.0312538147,3.44292,-58.0937538147,1.4236228102,88.562505722,"Inhibitory"
"719",7.69885,-56.739587148,7.6980716667,19.7708346049,192.458333333,7.6977566667,-33.1354192098,7.6989133333,-56.8541679382,1.2666097537,76.5104217529,"Inhibitory"
"720",3.75888,-50.4791704814,3.7556933333,25.0208352407,93.8333333333,3.7551933333,-36.4375025431,3.7656133333,-53.1770858765,3.0699636588,75.5000057221,"Inhibitory"
"721",2.45488,-45.239587148,2.45216,22.9583346049,61.2916666667,2.451735,-37.8020858765,2.468155,-49.9479192098,3.3207199364,68.1979217529,"Inhibitory"
"722",3.1697425,-46.0156288147,3.16748,44.6250019073,79.1875,3.167065,-37.2968769073,3.2133575,-55.015625,3.7883495047,90.640630722,"Excitatory"
"724",4.3696816667,-55.3333333333,4.368755,17.875,109.25,4.3684066667,-39.0833346049,4.3735766667,-55.6666679382,1.6205854985,73.2083333333,"Inhibitory"
"725",4.57252,-49.6666679382,4.5705966667,47.8020833333,114.208328247,4.570075,-37.2604204814,4.5977033333,-54.5729204814,2.8104870663,97.4687512715,"Excitatory"
"726",4.6081966667,-49.0416692098,4.6051433333,39.71875,115.124997457,4.6047416667,-34.6875,4.6313666667,-56.6666692098,3.2935162974,88.7604192098,"Excitatory"
"728",6.4286416667,-43.3229179382,6.42572,37.9062512716,160.583333333,6.425185,-31.4895852407,6.4642983333,-52.677087148,2.9130819637,81.2291692098,"Excitatory"
"729",4.1398466667,-57.958337148,4.13796,27.6354173024,103.458333333,4.1374183333,-42.8958333333,4.1471883333,-58.8125025431,2.4722691568,85.5937544504,"Inhibitory"
"730",12.0121166667,-55.8229179382,12.0067716667,26.7291666667,300.166666667,12.0063983333,-35.0416679382,12.016455,-57.9583346049,3.6567426483,82.5520846049,"Inhibitory"
"731",6.673945,-48.1979204814,6.672325,34.8437512716,166.833333333,6.67184,-32.2604198456,6.694515,-53.0000038147,2.0571590227,83.041671753,"Excitatory"
"733",7.55248,-53.8125038147,7.55153,-0.9375000596,188.75,7.55103,-32.21875,7.552535,-53.9375038147,0.7245818994,52.8750037551,"Inhibitory"
"734",4.95288,-46.4166692098,4.9498733333,37.6354179382,123.70833079,4.94944,-34.2916679382,4.9754933333,-57.7916666667,3.4650382421,84.052087148,"Excitatory"
"737",2.9948533333,-43.3541679382,2.9918666667,43.7916692098,74.7916666667,2.99128,-41.2083358765,3.03814,-49.2083358765,4.2028488449,87.145837148,"Excitatory"
"738",11.2920133333,-47.1354204814,11.2898066667,36.6250012716,282.25,11.2892666667,-34.2187525431,11.30954,-52.2604204814,2.6268075558,83.760421753,"Excitatory"
"739",2.250925,-46.1458358765,2.2487683333,25.7395839691,56.2083320618,2.2483066667,-35.7291666667,2.2772166667,-51.5937512716,3.0310968526,71.8854198456,"Excitatory"
"740",6.9464033333,-62.2083358765,6.945735,40.4062512716,173.666666667,6.9454333333,-35.5833358765,6.94645,-62.3854192098,1.2898296696,102.614587148,"Inhibitory"
"741",0.287655,-55.4166692098,0.28681,20.6979166667,7.125,0.2863983333,-40.8854179382,0.2876933333,-55.5312525431,1.3572807403,76.1145858765,"Inhibitory"
"742",20.96548,-54.28125,20.964945,2.625,524.125,20.96467,-34.53125,20.965495,-54.375,0.964621558,56.90625,"Inhibitory"
"743",2.2853433333,-52.3020858765,2.284095,23.2708339691,57.0833307902,2.2836766667,-38.9479204814,2.2853633333,-52.3645846049,2.1337505561,75.5729198456,"Inhibitory"
"744",1.9405366667,-55.427087148,1.9397366667,27.4062506358,48.5,1.9394066667,-40.7395858765,1.9636683333,-57.1250012716,1.6175792574,82.8333377838,"Inhibitory"
"745",3.5965133333,-43.46875,3.5947266667,37.0416679382,89.875,3.5941933333,-31.5208352407,3.6188466667,-50.8333358765,2.5100327099,80.5104179382,"Excitatory"
"746",19.8340366667,-67.4479217529,19.8334266667,11.1875006358,495.833343506,19.83314,-40.9375,19.8340866667,-67.5833333333,1.1528961743,78.6354223887,"Inhibitory"
"747",13.701075,-51.2968788147,13.6998325,0.1250002384,342.4375,13.69933,-29.0000019073,13.7010925,-51.3750019073,0.9165888274,51.4218790531,"Inhibitory"
"748",3.787935,-49.2916692098,3.7858616667,41.0416692098,94.5833282471,3.7854233333,-36.2812512716,3.8168183333,-54.895837148,3.1602611167,90.3333384196,"Excitatory"
"749",5.1849216667,-49.8854166667,5.18349,22.3125006358,129.541666667,5.1831033333,-35.3645833333,5.186225,-50.2604204814,2.0805249423,72.1979173025,"Inhibitory"
"750",2.5995066667,-49.145837148,2.5969533333,42.2916679382,64.9166666667,2.59648,-35.8333358765,2.61352,-54.8958346049,4.2149879569,91.4375050862,"Excitatory"
"751",4.48128,-43.7187525431,4.4746066667,48.7708346049,111.833333333,4.47403,-34.6875012716,4.51536,-49.3958333333,5.1942167344,92.489587148,"Excitatory"
"752",3.08813,-45.5468788147,3.08654,42.2656269073,77.1875,3.08611,-30.8281269073,3.11735,-55.4843788147,3.0699217896,87.812505722,"Excitatory"
"753",2.608725,-49.7187525431,2.60722,47.6250038147,65.1666653951,2.6067816667,-41.1458346049,2.646955,-51.4166692098,3.1180586943,97.3437563578,"Excitatory"
"754",14.18138,-50.3541704814,14.1804733333,17.9375006358,354.5,14.1800733333,-26.1770846049,14.1814533333,-50.4479179382,1.1832455035,68.2916711172,"Inhibitory"
"755",4.53124,-44.2656288147,4.52897,29.8125009537,113.187496185,4.5283,-32.671877861,4.5316,-44.4375038147,2.8418834712,74.0781297684,"Inhibitory"
"756",5.70468,-51.1562525431,5.70239,33.4375012716,142.583335877,5.7020216667,-34.0104166667,5.717875,-55.3229192098,3.3084248901,84.5937538147,"Excitatory"
"757",3.72692,-52.6250025431,3.7227533333,42.3020833333,93.0833307902,3.72226,-36.4791692098,3.7484266667,-58.7187525431,4.8800713092,94.9270858764,"Excitatory"
"759",2.8683933333,-49.1562538147,2.8669066667,50.1041692098,71.6666641235,2.8665083333,-36.4166692098,2.9110433333,-54.6666692098,3.2801638172,99.2604230245,"Excitatory"
"760",2.6954733333,-50.9166679382,2.6938933333,15.6354166667,67.375,2.6934766667,-33.1250012716,2.6974816667,-51.6770833333,2.2163532151,66.5520846049,"Inhibitory"
"761",3.807195,-54.40625,3.80534,42.8125038147,95.125,3.80489,-40.4375,3.851355,-60.4687538147,3.3806645138,97.2187538147,"Excitatory"
"762",2.0484725,-48.0781269073,2.0465925,47.3437538147,51.1249980927,2.0461925,-36.2968769073,2.0778725,-54.6093788147,3.0715055511,95.421880722,"Excitatory"
"763",3.554735,-46.6041679382,3.5522,33.71875,88.7916666667,3.5517533333,-37.90625,3.5859283333,-57.2604179382,2.7998434396,80.3229179382,"Excitatory"
"764",3.82312,-49.2916692098,3.82132,32.4583346049,95.5416666667,3.8208,-36.1354192098,3.84668,-55.1875012716,2.5534037615,81.7500038147,"Excitatory"
"765",3.3748266667,-49.0000038147,3.3729266667,28.7083346049,84.2916666667,3.3723333333,-36.6145846049,3.37496,-49.083337148,2.3768578307,77.7083384196,"Inhibitory"
"766",2.2151225,-58.40625,2.2139825,20.6250009537,55.3125,2.2135875,-33.1875,2.2200125,-59.046875,1.3603449166,79.0312509537,"Inhibitory"
"767",2.671295,-46.9062538147,2.6667583333,34.7708358765,66.6666666667,2.66619,-33.2708333333,2.713515,-54.2916692098,3.6654467281,81.6770896912,"Excitatory"
"768",5.0336483333,-42.2708346049,5.029495,21.2812506358,125.708333333,5.028385,-26.34375,5.0480133333,-47.3229204814,1.6865097984,63.5520852407,"Excitatory"
"769",2.133505,-50.4791692098,2.1291966667,35.2812525431,53.2083320618,2.1287283333,-37.96875,2.1701233333,-58.0520858765,4.2095987828,85.7604217529,"Excitatory"
"770",7.774985,-56.3229166667,7.7701716667,24.2187506358,194.208333333,7.769795,-36.1354179382,7.77916,-58.5208333333,3.619182316,80.5416673025,"Inhibitory"
"771",20.2179833333,-56.3437538147,20.2171683333,4.8645837307,505.416656494,20.2167916667,-30.2187506358,20.2180383333,-56.4583358765,0.8538060921,61.2083375454,"Inhibitory"
"772",7.3551133333,-49.1145858765,7.3532466667,37.6875025431,183.833333333,7.35277,-36.3958346049,7.3809616667,-54.5937538147,2.4797440451,86.8020884196,"Excitatory"
"773",1.894275,-46.6354192098,1.8913516667,44.1354179382,47.2916666667,1.890945,-35.6041666667,1.930675,-55.2812512716,3.973301865,90.770837148,"Excitatory"
"774",7.17816,-53.5729179382,7.1772166667,16.7812506358,179.375,7.1768133333,-31.5729166667,7.178185,-53.6875025431,1.3266120888,70.354168574,"Inhibitory"
"775",1.3942883333,-57.7812512716,1.3930133333,35.4375,34.8333333333,1.3924333333,-43.09375,1.39437,-57.9166666667,1.71565651,93.2187512716,"Inhibitory"
"776",3.00341,-50.4687512716,3.00173,43.1770846049,75.0416666667,3.00127,-38.3333346049,3.0356233333,-54.8541666667,2.979551254,93.6458358765,"Excitatory"
"777",2.72834,-52.1458346049,2.7255933333,30.3229179382,68.0833333333,2.7250733333,-41.90625,2.76814,-58.8541704814,3.7350314414,82.4687525431,"Excitatory"
"780",13.7247583333,-51.71875,13.723865,-0.0729166667,343.041666667,13.7234566667,-28.2291666667,13.724795,-51.8125012716,0.8326193387,51.6458333333,"Inhibitory"
"781",2.964205,-44.5000012716,2.9616033333,41.2395833333,74,2.9611683333,-37.5208346049,3.0108,-55.770837148,3.558670806,85.7395846049,"Excitatory"
"782",3.6341583333,-49.833337148,3.6321033333,49.8333346049,90.75,3.6315916667,-41.8750012716,3.6795383333,-54.1770858765,3.6701615531,99.6666717529,"Excitatory"
"783",6.75717,-50.0156288147,6.75445,22.03125,168.8125,6.75394,-35.4531288147,6.75973,-51.3593769073,2.9004977677,72.0468788147,"Inhibitory"
"784",3.73336,-48.6041666667,3.7314716667,41.4687525431,93.2916666667,3.731035,-35.125,3.7542966667,-53.8125012716,3.0654555121,90.0729192098,"Excitatory"
"786",2.375995,-48.6250038147,2.372885,37.7812538147,59.2499923706,2.372435,-37,2.407275,-56.0625,3.4785479582,86.4062576294,"Excitatory"
"787",6.7043933333,-50.8854204814,6.7021433333,39.7812525431,167.541666667,6.7016316667,-37.4479204814,6.7205816667,-53.927087148,2.8442425616,90.6666730245,"Excitatory"
"788",13.13609,-65.875,13.13544,12.671875,328.375,13.13509,-36.0156269073,13.1361175,-65.953125,0.9622928751,78.546875,"Inhibitory"
"789",3.5675833333,-52.1041704814,3.565665,45.427087148,89.125,3.5652383333,-36.1041679382,3.59466,-53.3229179382,3.637358464,97.5312576294,"Excitatory"
"790",7.2719,-59.5000038147,7.2706633333,23.1770833333,181.79166158,7.270225,-30.7500006358,7.27206,-59.7291679382,1.4782386957,82.677087148,"Inhibitory"
"792",2.8540533333,-48.4687538147,2.8515533333,33.5208358765,71.2916666667,2.8510533333,-35.0416692098,2.8756133333,-53.5000012716,3.5111222214,81.9895896912,"Excitatory"
"794",11.4359516667,-38.75,11.4347683333,11.75,285.833333333,11.4331183333,-26.7604179382,11.4571166667,-44.1562525431,0.8501959439,50.5,"Excitatory"
"795",1.4711766667,-49.2187512716,1.469345,35.4791679382,36.7083333333,1.4688716667,-35.4583346049,1.4864583333,-54.2604179382,2.7454538084,84.6979192098,"Excitatory"
"797",11.5541366667,-57.3229204814,11.55346,8.4895839691,288.833333333,11.5531116667,-34.8437512716,11.554195,-57.4166679382,1.0366633378,65.8125044505,"Inhibitory"
"798",4.7220616667,-50.583337148,4.720225,44.46875,118,4.7198066667,-36.2083358765,4.744625,-54.052087148,3.3855041059,95.052087148,"Excitatory"
"799",13.94924,-59.6666704814,13.9485383333,3.4270833731,348.708323161,13.9482216667,-35.0625019073,13.9492683333,-59.7604179382,1.0725661111,63.0937538545,"Inhibitory"
"800",12.24153,-59.8958358765,12.2409733333,13.2604173024,306.041666667,12.240685,-31.2187506358,12.2415483333,-59.9687525431,0.9781871242,73.1562531789,"Inhibitory"
"802",3.7847833333,-46.0833346049,3.7825416667,41.9895858765,94.5416666667,3.7820983333,-33.2291679382,3.8148033333,-53.3020858765,3.3933297004,88.0729204814,"Excitatory"
"803",4.7878083333,-55.9791704814,4.7868383333,26.9895839691,119.66666158,4.7864133333,-43.9270858765,4.7878766667,-56.083337148,1.5510838865,82.9687544505,"Inhibitory"
"804",6.15159,-46.9531288147,6.15002,22.8281269073,153.75,6.1495,-33.453125,6.1517,-47.0625,2.0108621131,69.781255722,"Inhibitory"
"805",2.1120033333,-43.3750038147,2.1101683333,43.9270858765,52.7500012716,2.1097483333,-35.7812512716,2.16764,-56.6041692098,3.3021391552,87.3020896912,"Excitatory"
"807",2.6036733333,-50.7916704814,2.6013933333,46.3125025431,65.0416666667,2.6009866667,-41.9791679382,2.6425466667,-58.2500025431,4.7668162065,97.1041730245,"Excitatory"
"808",4.5963133333,-49.5937538147,4.5946,24.0104173024,114.875002543,4.5941666667,-36.5312525431,4.5976,-50.3958346049,2.5119614209,73.6041711171,"Inhibitory"
"809",2.8102533333,-44.28125,2.8080083333,45.0000025431,70.2083333333,2.8075666667,-32.9062512716,2.8476216667,-52.7812525431,3.6179400134,89.2812525431,"Excitatory"
"810",9.5567016667,-61.2812512716,9.5559133333,15.3645839691,238.875,9.5555983333,-32.3333346049,9.5567533333,-61.3958333333,1.1896774851,76.6458352407,"Inhibitory"
"811",10.27304,-41.71875,10.27091,48.7812538147,256.749992371,10.2705325,-33.7968769073,10.3088975,-51.5781269073,3.8654396008,90.5000038147,"Excitatory"
"812",5.047455,-56.5000019073,5.0445425,30.2812509537,126.125,5.0441925,-41.34375,5.0528,-60.1875,2.8510138318,86.781252861,"Inhibitory"
"813",1.1939983333,-48.0312525431,1.1915166667,23.2291673024,29.7916673024,1.191075,-35.3229179382,1.1975333333,-49.5000038147,2.5347308813,71.2604198455,"Inhibitory"
"814",4.05427,-58.5312519073,4.0532875,34.1093769073,101.3125,4.052895,-42.859375,4.0543625,-58.6562519073,1.927138885,92.6406288146,"Inhibitory"
"815",0.96258,-56.6250025431,0.9607066667,31.3958346049,23.9583333333,0.9602333333,-43.5312512716,0.96812,-57.6562525431,2.6150495665,88.020837148,"Inhibitory"
"816",2.8466266667,-44.8229192098,2.843725,24.4375006358,71.125,2.8431466667,-34.5312525431,2.8726783333,-50.020837148,2.9184865569,69.2604198456,"Excitatory"
