"","fast_trough_t_short_square","fast_trough_v_short_square","peak_t_short_square","peak_v_short_square","threshold_i_short_square","threshold_t_short_square","threshold_v_short_square","trough_t_short_square","trough_v_short_square","upstroke_downstroke_ratio_short_square","height_short","binary_neuron"
"935",4.88,-51.1000022888,3.332,30.1062515259,200,3,-44.8875030518,488.164,-66.1437530518,3.3314214764,81.2062538147,"Inhibitory"
"936",4.968,-54.0312530518,3.424,27.5875007629,550,3.084,-36.0187507629,499.22,-72.3437545776,2.5797591093,81.6187538147,"Inhibitory"
"937",3.868,-61.3125030518,3.225,24.1937507629,228,2.984,-41.0875015259,318.709,-74.20625,1.3414464085,85.5062538147,"Inhibitory"
"938",4.09,-65.8671913147,3.33375,22,185,3.055,-46.578127861,674.80625,-70.5390644073,1.4455358651,87.8671913147,"Inhibitory"
"939",4.7933333,-49.5937538147,3.4366667,41.9166679382,0,3.0916667,-46.177087148,783.3783333,-71.0833409627,3.214567952,91.5104217529,"Excitatory"
"941",4.841,-56.3062530518,3.392,37.9062522888,44,3.055,-43.8562522888,510.804,-65.7562515259,2.5798493194,94.2125053406,"Inhibitory"
"942",5.0066667,-49.8020846049,3.365,30.1770846049,700,2.9483333,-42.6458358765,689.9633333,-74.2916717529,2.9893910612,79.9791692098,"Excitatory"
"944",5.0325,-49.5156269073,3.42,49.2812519073,0,3.0925,-42.3593788147,446.345,-75.4218826294,3.8581020591,98.7968788146,"Excitatory"
"945",4.921,-50.5812507629,3.373,33.9312507629,730,3.033,-47.64375,510.155,-74.2812515259,3.4063507306,84.5125015258,"Excitatory"
"946",9.81,-61.8593797684,3.43625,23.6953134537,440,3.06125,-36.398440361,27.485,-69.4375019073,2.5095726598,85.5546932221,"Excitatory"
"947",6.005,-46.7937530518,3.405,49.6500022888,1290,3.046,-44.0687522888,129.956,-70.0187530518,4.0178708732,96.4437553406,"Excitatory"
"948",5.3525,-53.5260423024,3.41,33.8177083333,560,3.025,-47.9843756358,66.2133333,-68.21875,3.3447446885,87.3437506357,"Excitatory"
"949",4.52,-57.273440361,3.28,47.3906259537,320,2.97,-46.6484413147,585.14,-72.0859413147,4.0631448382,104.664066315,"Excitatory"
"951",4.13,-64.476568222,3.385,32.015625,590,3.055,-47.1640644073,227.725,-73.6484413147,1.5513560492,96.492193222,"Inhibitory"
"952",8.495,-62.8828144073,3.3425,24.4687504768,660,3.04,-39.156252861,179.67875,-70.3671894073,2.5402278931,87.3515648841,"Inhibitory"
"953",4.1225,-62.8593788147,3.215,24.484375,140,2.895,-42.3593769073,4.2575,-63.0781269073,1.5336845095,87.3437538147,"Inhibitory"
"954",3.877,-62.1125030518,3.227,24.5812511444,312,2.994,-41.4812507629,612.955,-71.4125045776,1.3971173904,86.6937541962,"Inhibitory"
"955",6.5878571,-51.2857148307,3.71,40.0848236084,969.999938965,3.19,-38.6830368042,618.815,-80.4776796613,3.9707082336,91.3705384391,"Excitatory"
"958",5.192,-49.6625038147,3.552,35.0812515259,999.999938965,3.12,-46.5875015259,584.992,-80.6750030518,3.2152484295,84.7437553406,"Excitatory"
"961",4.348,-55.6000038147,3.292,32.0187511444,300,3.008,-45.3562507629,458.228,-74.4125045776,2.4755838126,87.6187549591,"Inhibitory"
"962",9.13125,-70.2500019073,3.4475,18.2812509537,740,3.0775,-43.6953134537,512.405,-79.515625,2.1745857018,88.531252861,"Inhibitory"
"963",3.975,-53.4187522888,3.303,24.0562515259,124,3.033,-42.0062515259,68.214,-69.4187515259,1.464403658,77.4750038147,"Inhibitory"
"965",5.28125,-54.304690361,3.41375,38.1250009537,740,3.025,-46.8203163147,657.15125,-83.507818222,3.5614673805,92.4296913147,"Excitatory"
"966",5.36,-52.8875022888,3.576,41.5125007629,939.999938965,3.132,-46.6312522888,711.604,-82.0312545776,3.5309010468,94.4000030517,"Excitatory"
"967",4.60375,-50.3437509537,3.41,30.7890639305,0,3.095,-43.5937509537,563.6975,-73.3750019073,2.9632784194,81.1328148842,"Excitatory"
"968",4.965,-48.492190361,3.445,40.7031259537,860,3.065,-42.0546884537,722.64,-79.390625,3.3784238083,89.1953163147,"Excitatory"
"969",5.576,-51.3375030518,3.592,41.3500022888,890,3.164,-49.9250022888,283.492,-80.2312545776,4.2696913635,92.6875053406,"Excitatory"
