"","adaptation","avg_isi","f_i_curve_slope","latency","ri","sag","tau","vrest","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square","height_long","binary_neuron"
"543",0.1564699513,13.8525,0.396501182,0.009345,139.531254768,0.1608794779,10.9250754339,-74.6727905273,72.1891355351,20.935,-62.4062538147,20.145,14.46875,210,19.84,-41.21875,20.985,-62.5625038147,1.3888905747,76.8750038147,"Inhibitory"
"544",0.0263349865,57.2909375,0.2301181056,0.04043,228.515625,0.0570130385,24.3680719568,-75.684387207,17.4547676061,200.605,-48.71875,198.545,34.75,59.9999961853,198.095,-38.65625,227.2,-57.5625,3.2378645023,83.46875,"Excitatory"
"557",0.0109126745,61.9906666667,0.369364162,0.05038,487.96877265,0.2163177431,36.6362010455,-67.8327102661,16.13146065,481.24,-54.9687538147,476.84,21.8125,10,476.14,-43.3125,536.42,-63.4687538147,3.3262789885,76.7812538147,"Excitatory"
"559",1,1000,0.2211693285,0.124575,267.187505961,0.0908984393,33.3699572091,-78.8586959839,1,151.525,-51.0312538147,149.48,30.2500019073,50,149.075,-36.7187538147,180.15,-56.9062538147,3.1937594188,81.281255722,"Excitatory"
"563",0.0284172257,61.0526666667,0.2271505474,0.037945,179.687470198,0.0325120091,26.7562918847,-80.1294937134,16.3793009314,119.55,-54.0937538147,117.48,35.1875,100,117.09,-42.28125,136.085,-60.6562538147,3.2783341195,89.2812538147,"Excitatory"
"567",0.0064775227,15.2258461538,0.75,0.005535,245.31249702,0.0296181813,19.4160461078,-72.5818023682,65.677794843,11.865,-65.3125076294,10.98,38.96875,130,10.655,-49.3125038147,11.95,-65.4375,2.0790744575,104.281257629,"Inhibitory"
"568",1,40.3,0.0399737895,0.046795,267.812460661,0.0596156828,41.0174520852,-70.2219848633,24.8138957816,85.63,-55.5000038147,84.59,36.125,70,84.18,-41,85.65,-55.59375,1.8492854751,91.6250038147,"Inhibitory"
"588",-0.0535960206,52.2697222222,1.3769738158,0.023395,194.531053305,0.0784129947,11.3110166792,-80.6183547974,19.1315346148,220.775,-61.375,220.105,15.6875009537,150,219.765,-45.28125,220.805,-61.5312538147,1.2886250153,77.0625009537,"Inhibitory"
"599",0.0106580757,39.4422916667,0.3056818364,0.043795,220.781207085,0.2110567391,16.3963969052,-70.1241836548,25.3534964056,126.84,-47.84375,124.695,31.1875,70,124.175,-31.8437519073,146.935,-49.6875,2.553382345,79.03125,"Excitatory"
"605",0.0150098763,53.5364705882,0.213888898,0.065525,245.312705636,0.119957462,24.0032527496,-65.2310028076,18.6788555355,434.135,-50.34375,431.385,19.53125,30.0000019073,430.87,-40.53125,471.615,-57.0937538147,2.7584284824,69.875,"Excitatory"
"612",0.0279520347,73.9795833333,0.1672178536,0.063885,167.031258345,0.0678625926,23.0270488999,-72.4311676025,13.517242933,169.405,-46.1562538147,166.41,47.5000038147,90,166.05,-35.3750038147,210.255,-53.84375,4.697517125,93.6562576294,"Excitatory"
"613",0.1074730871,13.88,0.670603765,0.01508,166.09378159,0.026106745,7.93871000862,-74.4759140015,72.0461095101,36.02,-54.40625,35.2,23.4687519073,130,34.84,-33.90625,36.08,-54.4375038147,1.4204987918,77.8750019073,"Inhibitory"
"626",0.0259065092,93.429,0.1622663618,0.051735,172.343745828,0.1668581814,17.8252477273,-72.852104187,10.7033148166,108.77,-49.4375,106.46,30.375,130,105.92,-33.9375,139.6,-53.40625,2.4558143506,79.8125,"Excitatory"
"636",0.0046938592,38.72,0.5211956522,0.031275,187.656208873,0.1364572644,13.9913404223,-79.2035446167,25.826446281,64.725,-59.1875,63.5,20.34375,90,63.09,-31.1562519073,64.815,-59.34375,1.5709995381,79.53125,"Inhibitory"
"640",0.0070805118,37.2956,0.535335689,0.027645,204.374998808,0.2816291749,17.4884521119,-72.1406173706,26.8128143802,68.89,-64.875,68.12,34.5,90,67.765,-38.53125,68.92,-65.0000076294,1.3144897219,99.375,"Inhibitory"
"645",1,10.185,0.7969420943,0.005965,78.437499702,0.0558766164,5.93934044878,-70.7202758789,98.1836033382,8.225,-62.4375038147,7.685,20.8125,410,7.41,-42.4062538147,8.245,-62.5312538147,1.2172760755,83.2500038147,"Inhibitory"
"662",0.0053014859,20.4194791667,0.8313492268,0.015385,135.312393308,0.0552352816,7.7532005649,-76.0004272461,48.9728455773,33.435,-58.46875,32.545,20.09375,150,32.21,-35.34375,33.545,-58.5937538147,1.5094790235,78.5625,"Inhibitory"
"665",0.0794005506,45.055625,0.1673579137,0.018035,181.25012517,0.0314755552,15.655497418,-75.177406311,22.1947869994,45.605,-52,42.905,47.0312538147,180,42.475,-40.125,54.1,-53.7812538147,4.435970622,99.0312538147,"Excitatory"
"666",0.0085289634,26.0156756757,0.2699803144,0.01402,413.437455893,0.0900622904,25.3465120244,-68.5833206177,38.4383635646,127.72,-52.15625,125.48,38.2500038147,20,124.98,-42.9375038147,151.22,-54.9375038147,3.2085565206,90.4062538147,"Excitatory"
"670",0.2123690515,175.191666667,0.1006455843,0.10397,231.081172398,0.0272550602,21.9768924098,-78.2009353638,5.70803405794,245.98,-45.0625,241.605,33.59375,70,241.075,-33.0625038147,302.12,-55.34375,4.114900527,78.65625,"Excitatory"
"671",0.0393160206,58.2425,0.269683908,0.04118,149.218559265,0.207872197,19.2370070393,-73.4568405151,17.1695926514,113.2,-54.7500038147,112.12,40.5,90,111.72,-42.6875,113.22,-54.7812538147,2.2697355177,95.2500038147,"Inhibitory"
"678",0.0062299763,58.665625,0.3058333488,0.036935,192.812457681,0.2229978889,21.0970990341,-73.0367202759,17.0457572045,144.92,-66.5625,143.295,31.65625,90,142.85,-49.125,145.31,-66.78125,2.2913726177,98.21875,"Excitatory"
"679",0.0986648819,113.287142857,0.139336926,0.059385,95.1785519719,0.0316205211,25.2161656932,-75.0661315918,8.82712702236,131.005,-44.4687538147,128.22,35.7812538147,130,127.855,-36.6562538147,165.285,-54.2812538147,3.3863165925,80.2500076294,"Excitatory"
"682",0.007598601,24.254,0.3821428725,0.02301,240.625008941,0.1339155734,10.0510967203,-66.4022827148,41.2303125258,54.91,-52.0312538147,53.005,28.75,90,52.475,-32.46875,54.915,-52.09375,2.1604974822,80.7812538147,"Inhibitory"
"688",1,1000,0.0408005121,0.022655,115.625187755,0.026608685,11.4966748723,-70.9210128784,1,34.105,-49.375,32.525,41.3437538147,249.999984741,32.13,-39.46875,814.695,-50.1250038147,3.3821239244,90.7187538147,"Excitatory"
"690",0.138954708,129.005714286,0.1697031039,0.00978,176.651805639,0.0342785232,17.8743341598,-60.4437866211,7.75159461375,36.22,-50.6875038147,34.18,35.2812538147,110,33.64,-34.46875,36.5,-50.875,2.4076583448,85.9687576294,"Excitatory"
"692",1,1000,0.6959105414,0.01101,93.5937091708,0.0474311709,6.12901705554,-73.8991775513,1,16.08,-59.90625,15.26,17.3750019073,280,14.96,-37.46875,16.155,-60.0625,1.5055027568,77.2812519073,"Inhibitory"
"693",0.0648533744,86.4995,0.2206370789,0.04484,164.218708873,0.0255275797,16.4014739991,-83.154548645,11.5607604668,90.45,-54.40625,88.93,46.90625,110,88.57,-42.2500038147,90.525,-54.5000038147,4.2788860408,101.3125,"Excitatory"
"696",0.0532386912,67.3628571429,0.1805248644,0.020765,319.866210222,0.0311772805,37.5632431035,-64.980506897,14.844976036,98.92,-56.0937538147,97.655,26.3125019073,30.0000019073,97.175,-47.9687538147,98.985,-56.2187538147,1.9976186671,82.406255722,"Inhibitory"
"717",0.0641239862,121.147142857,0.1234541604,0.060525,162.499919534,0.1040345058,18.3740570866,-71.9448699951,8.25442496138,103.38,-38.1875,100.815,44.03125,150,100.315,-26.9062519073,132.115,-45.0312538147,3.3024396461,82.21875,"Excitatory"
"723",0.014279348,59.558125,0.2306994948,0.0368,127.34374404,0.1781907529,13.1647589759,-69.2325592041,16.7903203803,73.855,-47.625,72.11,34.6562538147,110,71.725,-38.6562538147,111.42,-53.5000038147,3.0076412738,82.2812538147,"Excitatory"
"727",0.037179459,10.0325,1.1088496727,0.007085,66.875115037,0.0498955064,6.36090117934,-76.5811386108,99.6760528283,11.195,-63.75,10.5,24.46875,330,10.2,-42.03125,11.24,-63.8750038147,1.4000146518,88.21875,"Inhibitory"
"732",0.0392018113,94.5194444444,0.2026180055,0.06665,178.571432829,0.1305298954,20.9199814758,-70.2577819824,10.5798336615,298.48,-38.4062538147,297.175,37.65625,70,296.745,-30.8750019073,357.61,-53.6250038147,2.5208940115,76.0625038147,"Excitatory"
"736",0.0197051634,61.6253333333,0.2004716981,0.05464,166.56242311,0.0347785614,21.2613101947,-79.3605117798,16.2270927541,100.56,-48.0625038147,98.08,37.46875,90,97.62,-31.96875,109.64,-52.2812538147,3.5639551468,85.5312538147,"Excitatory"
"758",1,1000,0.0158742936,0.071675,107.968866825,0.0309457462,11.4596946592,-82.7531585693,1,62.46,-47.84375,60.6,39.78125,249.999984741,60.17,-38.5625038147,786.795,-53.0937538147,3.1272173036,87.625,"Excitatory"
"778",0.0484987688,127.402142857,0.1241935466,0.048485,95.6248864532,0.1559875757,14.0124088272,-73.8727722168,7.84916154135,98.26,-42.8125038147,96.33,44.03125,190,95.995,-35.15625,143.135,-54.0937538147,4.2805741868,86.8437538147,"Excitatory"
"779",1,1000,0.0101993869,0.01932,115.781247616,0.069769837,11.7883483306,-75.4819488525,1,46.6,-52.0625038147,45.3,32.625,170,44.9,-34.53125,46.66,-52.1250038147,2.542220008,84.6875038147,"Inhibitory"
"785",1,22.75,0.0133561645,0.01512,230.468943715,0.1119156256,17.3561416343,-68.6468887329,43.956043956,39.345,-52.4375038147,37.81,30.8750019073,30.0000019073,37.435,-43.5000038147,39.555,-52.5937538147,3.1851266479,83.312505722,"Inhibitory"
"791",0.0015468202,10.8505494505,1.2329136528,0.00812,221.093714237,0.0425620899,9.39791620982,-74.0521774292,92.1612315175,13.65,-56.9687538147,12.77,13.4062509537,170,12.46,-33.8125,13.75,-57.03125,1.4238245387,70.3750047684,"Inhibitory"
"793",0.0483089979,69.9879166667,0.1825000093,0.041235,148.749962449,0.0189885516,20.1432456387,-83.5632095337,14.2881806979,88.285,-53.4062538147,86.26,43.6562538147,110,85.93,-43.1250038147,106.49,-59.8437538147,4.4122934809,97.0625076294,"Excitatory"
"796",0.032339618,55.895,0.25,0.038685,213.124960661,0.0295581277,20.5677674593,-76.9283905029,17.8906878969,92.495,-49.0000038147,89.795,17.2500019073,70,89.235,-40.6250038147,119.07,-54.0312538147,3.0429334796,66.250005722,"Excitatory"
"801",0.0593433997,25.06,0.0339241404,0.0126,259.375393391,0.0696748644,15.5210912775,-63.4668731689,39.9042298484,59.28,-55.5312538147,56.98,27.7812519073,40,56.52,-40.21875,60.62,-56.0312538147,2.9985858268,83.312505722,"Inhibitory"
"806",0.1541085383,19.5716666667,0.0372807018,0.015685,251.562505961,0.0083176335,32.8608329126,-65.2991027832,51.0942689261,71.48,-55.8125038147,70.5,19.46875,50,70.175,-43.4375038147,71.545,-55.9375038147,1.8425482915,75.2812538147,"Inhibitory"
"825",0.2721965112,35.1125,0.1401442364,0.01915,195.3125,0.0442003123,15.2172669601,-79.6588592529,28.4798860805,53.89,-55.4687538147,52.35,41.0312538147,130,51.965,-40.8750038147,861.865,-58.0937538147,3.6236678518,96.5000076294,"Excitatory"
"828",0.1354922007,60.6128571429,0.1279761863,0.014835,130.31257689,0.008927308,11.6207900929,-71.0000686646,16.4981498503,41.195,-51.9375,38.88,42.75,210,38.485,-39.21875,46.395,-54.5937538147,3.7668851033,94.6875,"Excitatory"
"835",0.0319736718,47.196,0.3361510791,0.02868,259.218871594,0.2042537034,37.2623553598,-66.9698791504,21.1882362912,78.78,-59.65625,77.26,29.8125019073,50,76.74,-43.8437538147,78.88,-59.7812538147,2.1535239513,89.4687519073,"Inhibitory"
"840",0.0085012037,12.7682,1.0517855796,0.01155,105.223104358,0.0324520804,5.49145403001,-75.937713623,78.3195751946,18.155,-59.0625038147,17.59,17.15625,249.999984741,17.31,-33.90625,18.18,-59.1250038147,1.1211803599,76.2187538147,"Inhibitory"
"848",0.0198464248,137.9125,0.0997193035,0.120345,105.000078678,0.0216580909,22.5945108648,-77.271156311,7.25097434968,268.115,-47.0000038147,264.295,49.0937538147,130,263.9,-37.1250038147,314.06,-58.15625,4.6772020823,96.0937576294,"Excitatory"
"851",0.0162060766,45.2861904762,0.5670498429,0.03231,203.124970198,0.2050630152,15.8790916575,-75.6729660034,22.081786732,71.49,-60.6875038147,70.725,27,110,70.41,-33.5,71.52,-60.8125038147,1.3134160082,87.6875038147,"Inhibitory"
"857",0.1522093407,34.03,0.0998417691,0.0229,183.593720198,0.0271508954,16.2883755047,-76.0058441162,29.385836027,44.22,-47.5000038147,42.235,28.1250019073,230,41.78,-33.9375038147,900.24,-49.6875,2.3012501323,75.625005722,"Excitatory"
"860",0.1264895631,57.3463636364,0.6750451321,0.01989,195.624992251,0.0780669972,14.1630844546,-73.6294555664,17.4378973066,53.2,-62.1875,52.29,35.71875,100,51.91,-37.5625,53.275,-62.3125038147,1.4219780516,97.90625,"Inhibitory"
"868",0.0970207861,97.561875,0.1654017921,0.047135,141.718834639,0.0218500663,19.6543592461,-73.443939209,10.2499055087,103.39,-45.6562538147,101.01,43.5937538147,90,100.515,-39.96875,148.58,-51.2500038147,3.5274473833,89.2500076294,"Excitatory"
"869",0.0319918128,55.9603125,0.2246212253,0.054435,233.437612653,0.0222372673,25.4114754757,-72.7411804199,17.8698072853,135.34,-44.3125038147,133.115,49.625,70,132.73,-32.3125,154.98,-48.03125,3.9758365021,93.9375038147,"Excitatory"
"871",0.0437500288,25.2041666667,0.1492857143,0.007535,159.37499702,0.0676599666,9.28812188297,-72.2003326416,39.6759795007,12.64,-55.8750038147,11.47,28.2500019073,110,11.12,-47.9062538147,12.845,-56.15625,2.7542417082,84.125005722,"Inhibitory"
"872",0.0431775031,92.508,0.1472222299,0.073575,124.955430627,0.0801045448,25.5832807237,-75.4485092163,10.8098759026,261.135,-45.3125,258.155,42,100,257.745,-38.4687538147,341.32,-58.84375,3.9346611077,87.3125,"Excitatory"
"876",1,1000,0.223126011,0.06884,167.031243444,0.0475235619,15.6347206335,-75.7844924927,1,121.3,-50.2812538147,118.98,36.8750038147,110,118.54,-33.3125038147,134.68,-55.7812538147,3.2212039613,87.1562576294,"Excitatory"
"877",0.0426828602,55.8046875,0.2607229663,0.01994,206.875070929,0.0038701426,24.5760341135,-67.1831893921,17.9196416072,67.275,-51.59375,63.995,21.34375,80,63.43,-37.9375038147,74.58,-55.0000038147,2.9241470097,72.9375,"Excitatory"
"881",0.0566028652,81.5690909091,0.1693527988,0.03303,122.187539935,0.2755068839,17.3801509965,-66.0431060791,12.2595457281,97.555,-46.5,95.465,33.8125,90,94.935,-38.4062538147,151.09,-56,2.9008821514,80.3125,"Excitatory"
"882",0.3934929405,44.7975,0.0872159141,0.032155,183.906212449,0.0880968869,14.1900348151,-77.7048721313,22.3226742564,101.01,-59.3750038147,100.045,34.28125,130,99.68,-45.3125,101.075,-59.5312538147,2.0097338744,93.6562538147,"Inhibitory"
"883",0.0080974189,35.6355769231,0.4694767442,0.03555,230.000048876,0.0200302023,21.7676962447,-64.2822341919,28.0618439869,80.975,-53.53125,80.235,20.65625,70,79.9,-36.0000038147,89.055,-53.9687538147,1.4843015862,74.1875,"Inhibitory"
"887",0.0841486554,84.399,0.1478943594,0.03683,145.625084639,0.0313746855,15.8406459227,-67.9644393921,11.8484816171,81.93,-44.9375038147,80.725,25.28125,150,80.32,-29.7812519073,98.125,-49.0000038147,1.946830806,70.2187538147,"Excitatory"
"888",0.0182141186,75.7933333333,0.2107569721,0.02552,212.812498212,0.148680374,16.7056171225,-72.1645965576,13.1937725394,98.6,-54.9062538147,96.34,47.4375038147,90,95.86,-42.5,129.04,-56.3125,3.6307743099,102.343757629,"Inhibitory"
"889",0.0044407136,44.7261904762,0.341699611,0.05139,185.937494039,0.1151659265,19.8981590321,-71.8150558472,22.3582645728,228.495,-52.3437538147,227.54,16.8125,119.999992371,227.165,-32.5000038147,240.315,-55.3125,1.5258010764,69.1562538147,"Inhibitory"
"904",0.0010703921,14.3442647059,0.4646626269,0.01797,75.7812857628,0.0207272395,6.41302121313,-79.4327468872,69.7142739975,17.38,-56.3125,16.495,6.5625004768,400,16.16,-34.84375,17.435,-56.3750038147,1.3303669765,62.8750004768,"Inhibitory"
"905",1,7.84,1.0844520762,0.00529,126.339152455,0.0530460924,11.0827220961,-68.3156356812,127.551020408,8,-59.90625,7.295,17,270,7.005,-42.71875,8.065,-59.96875,1.4269806409,76.90625,"Inhibitory"
"906",0.3828773828,264.316666667,0.1535714353,0.046585,189.687535167,0.1462532878,17.773785589,-75.4081039429,3.78334068983,114.2,-39,111.835,22.0625,110,111.37,-30.90625,143.735,-50.9062538147,2.5174069656,61.0625,"Excitatory"
"911",1,1000,0.0161211133,0.00806,133.214190602,0.0375020355,7.83915055974,-75.3700561523,1,17.06,-52.4375038147,16.02,38.0000038147,190,15.64,-45.8437538147,17.1,-52.4687538147,2.4603316323,90.4375076294,"Inhibitory"
"912",0.0601191739,43.5109090909,0.3830826055,0.03288,267.187476158,0.1509155333,20.8669719179,-69.3536453247,22.9827420501,181.78,-53.8750038147,180.82,37.8125,29.9999980927,180.36,-39.2187538147,181.82,-53.9375038147,1.5632390997,91.6875038147,"Inhibitory"
"914",0.0103034531,63.6757142857,0.2048841115,0.05394,159.374848008,0.0329797305,19.6820768478,-80.3756484985,15.7045745182,114.56,-46.1562538147,112.66,36.7187538147,110,112.2,-32.875,133.44,-53.5000038147,2.7994870989,82.8750076294,"Excitatory"
"929",0.1392882149,116.774375,0.2044702178,0.0344,225.937500596,0.0250830818,17.3646342039,-77.0405426025,8.56352260502,83.5,-47.2500038147,81.63,27.5625,90,81.135,-37.9375038147,101.35,-51.8750038147,2.6512243171,74.8125038147,"Excitatory"
"931",0.1045711904,132.15625,0.0993485342,0.069205,122.343711555,0.0597714335,23.335452725,-71.6550292969,7.5668006621,197.805,-47,195.375,38.1875,110,194.805,-40.03125,238.855,-55.03125,3.4543557908,85.1875,"Excitatory"
"932",0.0151029032,50.3936842105,0.2903225787,0.03358,353.749871254,0.0400684588,25.8046260965,-69.7652435303,19.8437565276,234.52,-53.125,232.44,42.1562538147,29.9999980927,231.98,-38.5625038147,249.62,-58.5937538147,3.2747147897,95.2812538147,"Excitatory"
"940",0.0733398426,95.125,0.2787744362,0.041875,168.43739152,0.0177898649,17.4383435205,-75.8291931152,10.5124835742,114.365,-50.875,112.53,39.1250038147,130,112.095,-36.4062538147,128.46,-54.6875038147,3.318061105,90.0000038147,"Excitatory"
"943",0.0551576636,128.938333333,0.1557242991,0.09216,140.937611461,0.0726220906,20.2817158561,-76.5253677368,7.7556454636,230.68,-47.125,226.78,37.625,90,226.275,-35.59375,282.39,-55.09375,4.1983029988,84.75,"Excitatory"
"950",1,72.635,0.0557142857,0.05712,96.093788743,0.0138095831,18.0701405821,-77.2543792725,13.7674674744,94.82,-48.7500038147,90.45,29.1250019073,270,89.965,-37.90625,106.19,-53.1562538147,4.4120144009,77.875005722,"Excitatory"
"956",0.1993933428,151.493333333,0.1363793097,0.0501,135.312497616,0.1140901595,16.338332716,-69.0844650269,6.60095053688,98.815,-43.2500038147,96.31,36.25,210,95.85,-27.3750019073,118.07,-48.90625,3.1363951811,79.5000038147,"Excitatory"
"957",0.0015247615,9.5168446602,1.4416856242,0.008925,109.843865037,0.0344318971,7.32614121378,-75.1213531494,105.076843818,17.14,-58.8125038147,16.365,5.1875004768,240.000015259,15.98,-34.2500038147,17.185,-58.9687538147,1.0911319561,64.0000042915,"Inhibitory"
"959",0.0085102866,109.7325,0.1625048468,0.0922,137.500077486,0.0892390981,21.5385469129,-75.5594406128,9.11307042125,367.94,-51.6250038147,365.38,41.3125,70,364.96,-44.3750038147,426.96,-62.2812538147,4.6748068812,92.9375038147,"Excitatory"
"960",0.0244104559,68.6076923077,0.2027891169,0.038125,243.750065565,0.1118249819,24.9293147075,-81.1754684448,14.5756250701,98.235,-55.84375,96.26,38.53125,50,95.845,-44.9375038147,133.875,-56.2812538147,3.5641927196,94.375,"Excitatory"
"964",0.0027583272,12.5706410256,0.5422101449,0.006735,104.68788445,0.0233173259,9.88004989303,-72.1359558105,79.5504380376,13.565,-65.8125,12.785,27.4062519073,270,12.47,-32.53125,13.66,-65.875,1.2636773215,93.2187519073,"Inhibitory"
